,age,age_origin
"Aspergillus_fumigatus_30670338:Aspergillus fumigatus
",none,succession
"Aspergillus_fumigatus_30674741:Aspergillus fumigatus
",none,a
"Aspergillus_fumigatus_30800324:Aspergillus fumigatus
",>65岁,84-year-old
"Aspergillus_fumigatus_30986554:Aspergillus fumigatus
",none,transplant
"Aspergillus_fumigatus_31171926:Aspergillus fumigatus
",>65岁,82-year-old
"Aspergillus_fumigatus_31179880:Aspergillus fumigatus
",none,cancer
"Aspergillus_fumigatus_31529558:Aspergillus fumigatus
",17-65岁,49-year-old
"Aspergillus_fumigatus_31690385:Aspergillus fumigatus
",none,patients
"Aspergillus_fumigatus_31758642:Aspergillus fumigatus
",>65岁,120
"Aspergillus_fumigatus_31877884:Aspergillus fumigatus
",1-17岁,ten-year-old
"Aspergillus_fumigatus_31886124:Aspergillus fumigatus
",17-65岁,52
"Aspergillus_fumigatus_32210640:Aspergillus fumigatus
",none,old
"Aspergillus_fumigatus_32450632:Aspergillus fumigatus
",1-17岁,55+-14
"Aspergillus_fumigatus_32619123:Aspergillus fumigatus
",1-17岁,5-year-old
"Aspergillus_fumigatus_32789112:Aspergillus fumigatus
",1-17岁,13-year-old
"Aspergillus_fumigatus_32807082:Aspergillus fumigatus
",17-65岁,61-year-old
"Aspergillus_fumigatus_32837879:Aspergillus fumigatus
",none,patients with coronavirus associated invasive aspergillosis.
"Aspergillus_fumigatus_32965042:Aspergillus fumigatus
",>65岁,79
"Aspergillus_fumigatus_33012653:Aspergillus fumigatus
",none,this review suggests that clinicians should keep alerting the possible occurrence of pulmonary aspergillosis in severe/critical
"Aspergillus_fumigatus_33087440:Aspergillus fumigatus
",17-65岁,61
"Aspergillus_fumigatus_33140176:Aspergillus fumigatus
",17-65岁,63
"Aspergillus_fumigatus_33185971:Aspergillus fumigatus
",none,a
"Aspergillus_fumigatus_33210776:Aspergillus fumigatus
",>65岁,239
"Aspergillus_fumigatus_33224902:Aspergillus fumigatus
",>65岁,88
"Aspergillus_fumigatus_33361740:Aspergillus fumigatus
",>65岁,72-year-old
"Aspergillus_fumigatus_33500209:Aspergillus fumigatus
",>65岁,elderly
"Aspergillus_fumigatus_33527098:Aspergillus fumigatus
",none,patient
"Aspergillus_fumigatus_33539721:Aspergillus fumigatus
",>65岁,182
"Aspergillus_fumigatus_33553006:Aspergillus fumigatus
",>65岁,109
"Aspergillus_fumigatus_33569857:Aspergillus fumigatus
",1-17岁,two
"Aspergillus_fumigatus_33674201:Aspergillus fumigatus
",>65岁,72-year-old
"Aspergillus_fumigatus_33709380:Aspergillus fumigatus
",none,hospitalized
"Aspergillus_fumigatus_33746045:Aspergillus fumigatus
",17-65岁,19
"Aspergillus_fumigatus_33770176:Aspergillus fumigatus
",none,"unanswered,"
"Aspergillus_fumigatus_33796902:Aspergillus fumigatus
",17-65岁,46-year-old
"Aspergillus_fumigatus_33808931:Aspergillus fumigatus
",none,present
"Aspergillus_fumigatus_33867266:Aspergillus fumigatus
",>65岁,79-year-old
"Aspergillus_fumigatus_33894873:Aspergillus fumigatus
",17-65岁,60-year-old
"Aspergillus_fumigatus_34022619:Aspergillus fumigatus
",none,dysregulation
"Aspergillus_fumigatus_34143533:Aspergillus fumigatus
",none,with
"Aspergillus_fumigatus_34356931:Aspergillus fumigatus
",17-65岁,19
"Aspergillus_fumigatus_34428666:Aspergillus fumigatus
",>65岁,elderly
"Aspergillus_fumigatus_34490551:Aspergillus fumigatus
",none,survival
"Aspergillus_fumigatus_34527462:Aspergillus fumigatus
",17-65岁,60
"Aspergillus_fumigatus_34575764:Aspergillus fumigatus
",1-17岁,9-year-old
"Aspergillus_fumigatus_34587685:Aspergillus fumigatus
",1-17岁,9.9 to 13
"Aspergillus_fumigatus_34789463:Aspergillus fumigatus
",none,.
"Aspergillus_fumigatus_34804665:Aspergillus fumigatus
",17-65岁,33-year-old
"Aspergillus_fumigatus_34878803:Aspergillus fumigatus
",>65岁,2020
"Aspergillus_fumigatus_34888059:Aspergillus fumigatus
",17-65岁,19-year-old
"Aspergillus_fumigatus_34937136:Aspergillus fumigatus
",none,light
"Aspergillus_fumigatus_34939293:Aspergillus fumigatus
",none,I
"Aspergillus_fumigatus_34947041:Aspergillus fumigatus
",17-65岁,adult
"Aspergillus_fumigatus_34947074:Aspergillus fumigatus
",>65岁,90-year-old
"Aspergillus_fumigatus_34984061:Aspergillus fumigatus
",none,old
"Aspergillus_glaucus_19348267:Aspergillus glaucus
",17-65岁,57-year-old
"Aspergillus_glaucus_28779997:Aspergillus glaucus
",17-65岁,31
"Aspergillus_glaucus_28807087:Aspergillus glaucus
",>65岁,66-year-old
"Aspergillus_glaucus_3273596:Aspergillus glaucus
",>65岁,110
"Aspergillus_glaucus_421335:Aspergillus glaucus
",none,few
"Aspergillus_granulosus_19710280:Aspergillus granulosus
",none,recipient
"Aspergillus_granulosus_23076700:Aspergillus granulosus
",none,old
"Aspergillus_granulosus_26666549:Aspergillus granulosus
",17-65岁,34-year-old
"Aspergillus_granulosus_28526521:Aspergillus granulosus
",17-65岁,34-year-old
"Aspergillus_granulosus_32545485:Aspergillus granulosus
",none,options
"Aspergillus_lentulus_19071895:Aspergillus lentulus
",none,a
"Aspergillus_lentulus_22988985:Aspergillus lentulus
",none,transplantation.
"Aspergillus_lentulus_25515242:Aspergillus lentulus
",none,recipient
"Aspergillus_lentulus_25828927:Aspergillus lentulus
",none,including
"Aspergillus_lentulus_28317305:Aspergillus lentulus
",none,:
"Aspergillus_lentulus_30824299:Aspergillus lentulus
",17-65岁,adult
"Aspergillus_lentulus_31971247:Aspergillus lentulus
",17-65岁,63-year-old
"Aspergillus_lentulus_32849346:Aspergillus lentulus
",none,presence
"Aspergillus_lentulus_34789390:Aspergillus lentulus
",none,ill
"Aspergillus_nidulans__10919584:Aspergillus nidulans 
",1-17岁,three
"Aspergillus_nidulans__11138621:Aspergillus nidulans 
",>65岁,368
"Aspergillus_nidulans__114435:Aspergillus nidulans 
",none,author
"Aspergillus_nidulans__23269890:Aspergillus nidulans 
",none,an
"Aspergillus_nidulans__29128933:Aspergillus nidulans 
",1-17岁,6
"Aspergillus_nidulans__4131011:Aspergillus nidulans 
",none,boy
"Aspergillus_nidulans__4564333:Aspergillus nidulans 
",none,.
"Aspergillus_niger_10568451:Aspergillus niger
",>65岁,aging
"Aspergillus_niger_10919584:Aspergillus niger
",1-17岁,three
"Aspergillus_niger_114435:Aspergillus niger
",none,author
"Aspergillus_niger_11496856:Aspergillus niger
",17-65岁,46-year-old
"Aspergillus_niger_11810498:Aspergillus niger
",>65岁,87-year-old
"Aspergillus_niger_1541168:Aspergillus niger
",none,.
"Aspergillus_niger_15833167:Aspergillus niger
",1-17岁,children
"Aspergillus_niger_15914093:Aspergillus niger
",17-65岁,25
"Aspergillus_niger_17235646:Aspergillus niger
",17-65岁,34-year-old
"Aspergillus_niger_1813580:Aspergillus niger
",none,single
"Aspergillus_niger_18188609:Aspergillus niger
",1-17岁,6
"Aspergillus_niger_19191146:Aspergillus niger
",none,anti
"Aspergillus_niger_20299503:Aspergillus niger
",>65岁,72
"Aspergillus_niger_2216916:Aspergillus niger
",>65岁,66 year old
"Aspergillus_niger_23772455:Aspergillus niger
",1-17岁,9-year-old
"Aspergillus_niger_23991333:Aspergillus niger
",none,diffuse
"Aspergillus_niger_2763249:Aspergillus niger
",none,A
"Aspergillus_niger_28384860:Aspergillus niger
",>65岁,71
"Aspergillus_niger_28539863:Aspergillus niger
",none,of age
"Aspergillus_niger_28680996:Aspergillus niger
",17-65岁,18
"Aspergillus_niger_29276675:Aspergillus niger
",17-65岁,62-year old
"Aspergillus_niger_33619451:Aspergillus niger
",none,a
"Aspergillus_niger_33751395:Aspergillus niger
",1-17岁,4
"Aspergillus_niger_34246387:Aspergillus niger
",>65岁,65-year-old
"Aspergillus_niger_34485051:Aspergillus niger
",none,an immunocompetent patient
"Aspergillus_niger_34784260:Aspergillus niger
",none,plana
"Aspergillus_niger_34947041:Aspergillus niger
",17-65岁,adult
"Aspergillus_niger_3778147:Aspergillus niger
",17-65岁,62-year-old
"Aspergillus_niger_6755197:Aspergillus niger
",none,patients
"Aspergillus_niger_6788456:Aspergillus niger
",none,:
"Aspergillus_niger_7771465:Aspergillus niger
",none,during
"Aspergillus_niger_8051447:Aspergillus niger
",none,experienced
"Aspergillus_niger_9248266:Aspergillus niger
",1-17岁,13
"Aspergillus_niveus__18687556:Aspergillus niveus 
",17-65岁,21-year-old
"Aspergillus_nomius__22369623:Aspergillus nomius 
",none,an acute myeloid leukemia patient
"Aspergillus_nomius__24452174:Aspergillus nomius 
",none,.
"Aspergillus_nomius__31940125:Aspergillus nomius 
",17-65岁,32 years was unexplained and reported in year 2004. At the age of 49
"Aspergillus_ochraceopetaliiformis_32914189:Aspergillus ochraceopetaliiformis
",17-65岁,Adult
"Aspergillus_ochraceopetaliiformis_32965042:Aspergillus ochraceopetaliiformis
",>65岁,79
"Aspergillus_ochraceopetaliiformis_33009966:Aspergillus ochraceopetaliiformis
",none,acute
"Aspergillus_ochraceopetaliiformis_33012653:Aspergillus ochraceopetaliiformis
",none,this review suggests that clinicians should keep alerting the possible occurrence of pulmonary aspergillosis in severe/critical
"Aspergillus_ochraceopetaliiformis_33054445:Aspergillus ochraceopetaliiformis
",>65岁,73-year-old
"Aspergillus_ochraceopetaliiformis_33066738:Aspergillus ochraceopetaliiformis
",none,a
"Aspergillus_ochraceopetaliiformis_33084566:Aspergillus ochraceopetaliiformis
",none,in
"Aspergillus_ochraceopetaliiformis_33087440:Aspergillus ochraceopetaliiformis
",17-65岁,61
"Aspergillus_ochraceopetaliiformis_33140176:Aspergillus ochraceopetaliiformis
",>65岁,99
"Aspergillus_ochraceopetaliiformis_33156525:Aspergillus ochraceopetaliiformis
",>65岁,109
"Aspergillus_ochraceopetaliiformis_33175277:Aspergillus ochraceopetaliiformis
",none,suffering
"Aspergillus_ochraceopetaliiformis_33185971:Aspergillus ochraceopetaliiformis
",none,a
"Aspergillus_ochraceopetaliiformis_33210776:Aspergillus ochraceopetaliiformis
",>65岁,239
"Aspergillus_ochraceopetaliiformis_33217071:Aspergillus ochraceopetaliiformis
",none,Severely ill
"Aspergillus_ochraceopetaliiformis_33217784:Aspergillus ochraceopetaliiformis
",17-65岁,50
"Aspergillus_ochraceopetaliiformis_33230628:Aspergillus ochraceopetaliiformis
",17-65岁,62
"Aspergillus_ochraceopetaliiformis_33277340:Aspergillus ochraceopetaliiformis
",17-65岁,62
"Aspergillus_ochraceopetaliiformis_33284723:Aspergillus ochraceopetaliiformis
",>65岁,68-year-old
"Aspergillus_ochraceopetaliiformis_33339526:Aspergillus ochraceopetaliiformis
",>65岁,90
"Aspergillus_ochraceopetaliiformis_33375928:Aspergillus ochraceopetaliiformis
",none,previously healthy
"Aspergillus_ochraceopetaliiformis_33388572:Aspergillus ochraceopetaliiformis
",none,immunocompetent
"Aspergillus_ochraceopetaliiformis_33480831:Aspergillus ochraceopetaliiformis
",17-65岁,55
"Aspergillus_ochraceopetaliiformis_33500209:Aspergillus ochraceopetaliiformis
",>65岁,elderly
"Aspergillus_ochraceopetaliiformis_33527098:Aspergillus ochraceopetaliiformis
",none,patient
"Aspergillus_ochraceopetaliiformis_33539721:Aspergillus ochraceopetaliiformis
",>65岁,182
"Aspergillus_ochraceopetaliiformis_33569857:Aspergillus ochraceopetaliiformis
",1-17岁,two
"Aspergillus_ochraceopetaliiformis_33576014:Aspergillus ochraceopetaliiformis
",none,.
"Aspergillus_ochraceopetaliiformis_33606324:Aspergillus ochraceopetaliiformis
",17-65岁,62
"Aspergillus_ochraceopetaliiformis_33635372:Aspergillus ochraceopetaliiformis
",none,.
"Aspergillus_ochraceopetaliiformis_33645461:Aspergillus ochraceopetaliiformis
",17-65岁,18
"Aspergillus_ochraceopetaliiformis_33662326:Aspergillus ochraceopetaliiformis
",none,:
"Aspergillus_ochraceopetaliiformis_33674201:Aspergillus ochraceopetaliiformis
",>65岁,72-year-old
"Aspergillus_ochraceopetaliiformis_33684835:Aspergillus ochraceopetaliiformis
",none,immunocompetent
"Aspergillus_ochraceopetaliiformis_33724423:Aspergillus ochraceopetaliiformis
",>65岁,83
"Aspergillus_ochraceopetaliiformis_33746045:Aspergillus ochraceopetaliiformis
",none,patients
"Aspergillus_ochraceopetaliiformis_33760284:Aspergillus ochraceopetaliiformis
",none,.
"Aspergillus_ochraceopetaliiformis_33796902:Aspergillus ochraceopetaliiformis
",17-65岁,46-year-old
"Aspergillus_ochraceopetaliiformis_33808931:Aspergillus ochraceopetaliiformis
",none,we present
"Aspergillus_ochraceopetaliiformis_33810263:Aspergillus ochraceopetaliiformis
",>65岁,184
"Aspergillus_ochraceopetaliiformis_33867266:Aspergillus ochraceopetaliiformis
",>65岁,79-year-old
"Aspergillus_ochraceopetaliiformis_33891985:Aspergillus ochraceopetaliiformis
",none,.
"Aspergillus_ochraceopetaliiformis_33894873:Aspergillus ochraceopetaliiformis
",17-65岁,60-year-old
"Aspergillus_ochraceopetaliiformis_34009676:Aspergillus ochraceopetaliiformis
",1-17岁,52.92 +- 11
"Aspergillus_ochraceopetaliiformis_34022619:Aspergillus ochraceopetaliiformis
",none,patients
"Aspergillus_ochraceopetaliiformis_34139578:Aspergillus ochraceopetaliiformis
",none,recipients
"Aspergillus_ochraceopetaliiformis_34143393:Aspergillus ochraceopetaliiformis
",>65岁,256
"Aspergillus_ochraceopetaliiformis_34146056:Aspergillus ochraceopetaliiformis
",1-17岁,Seven
"Aspergillus_ochraceopetaliiformis_34157166:Aspergillus ochraceopetaliiformis
",>65岁,74
"Aspergillus_ochraceopetaliiformis_34173984:Aspergillus ochraceopetaliiformis
",17-65岁,62
"Aspergillus_ochraceopetaliiformis_34246387:Aspergillus ochraceopetaliiformis
",>65岁,65-year-old
"Aspergillus_ochraceopetaliiformis_34277662:Aspergillus ochraceopetaliiformis
",none,a
"Aspergillus_ochraceopetaliiformis_34288730:Aspergillus ochraceopetaliiformis
",none,.
"Aspergillus_ochraceopetaliiformis_34345817:Aspergillus ochraceopetaliiformis
",none,a
"Aspergillus_ochraceopetaliiformis_34356931:Aspergillus ochraceopetaliiformis
",17-65岁,19
"Aspergillus_ochraceopetaliiformis_34362320:Aspergillus ochraceopetaliiformis
",none,.
"Aspergillus_ochraceopetaliiformis_34412686:Aspergillus ochraceopetaliiformis
",none,.
"Aspergillus_ochraceopetaliiformis_34420902:Aspergillus ochraceopetaliiformis
",>65岁,197
"Aspergillus_ochraceopetaliiformis_34428666:Aspergillus ochraceopetaliiformis
",>65岁,elderly
"Aspergillus_ochraceopetaliiformis_34464944:Aspergillus ochraceopetaliiformis
",>65岁,118
"Aspergillus_ochraceopetaliiformis_34485051:Aspergillus ochraceopetaliiformis
",none,an immunocompetent
"Aspergillus_ochraceopetaliiformis_34485078:Aspergillus ochraceopetaliiformis
",none,severe
"Aspergillus_ochraceopetaliiformis_34490551:Aspergillus ochraceopetaliiformis
",none,survival
"Aspergillus_ochraceopetaliiformis_34495710:Aspergillus ochraceopetaliiformis
",>65岁,2020
"Aspergillus_ochraceopetaliiformis_34513465:Aspergillus ochraceopetaliiformis
",>65岁,elderly
"Aspergillus_ochraceopetaliiformis_34519638:Aspergillus ochraceopetaliiformis
",none,cohort
"Aspergillus_ochraceopetaliiformis_34527462:Aspergillus ochraceopetaliiformis
",17-65岁,60
"Aspergillus_ochraceopetaliiformis_34540490:Aspergillus ochraceopetaliiformis
",17-65岁,50-year-old
"Aspergillus_ochraceopetaliiformis_34541719:Aspergillus ochraceopetaliiformis
",1-17岁,50.7 +-11
"Aspergillus_ochraceopetaliiformis_34555702:Aspergillus ochraceopetaliiformis
",none,potentialize
"Aspergillus_ochraceopetaliiformis_34565116:Aspergillus ochraceopetaliiformis
",17-65岁,59
"Aspergillus_ochraceopetaliiformis_34575764:Aspergillus ochraceopetaliiformis
",1-17岁,9-year-old
"Aspergillus_ochraceopetaliiformis_34578120:Aspergillus ochraceopetaliiformis
",none,"foal,"
"Aspergillus_ochraceopetaliiformis_34587685:Aspergillus ochraceopetaliiformis
",1-17岁,9.9 to 13
"Aspergillus_ochraceopetaliiformis_34628284:Aspergillus ochraceopetaliiformis
",17-65岁,30
"Aspergillus_ochraceopetaliiformis_34645219:Aspergillus ochraceopetaliiformis
",1-17岁,21 d to 14
"Aspergillus_ochraceopetaliiformis_34649759:Aspergillus ochraceopetaliiformis
",>65岁,120
"Aspergillus_ochraceopetaliiformis_34668768:Aspergillus ochraceopetaliiformis
",1-17岁,64.7 +- 10
"Aspergillus_ochraceopetaliiformis_34698346:Aspergillus ochraceopetaliiformis
",17-65岁,62
"Aspergillus_ochraceopetaliiformis_34745396:Aspergillus ochraceopetaliiformis
",>65岁,21-80
"Aspergillus_ochraceopetaliiformis_34778284:Aspergillus ochraceopetaliiformis
",1-17岁,55.0 +- 14
"Aspergillus_ochraceopetaliiformis_34843161:Aspergillus ochraceopetaliiformis
",17-65岁,52
"Aspergillus_ochraceopetaliiformis_34888059:Aspergillus ochraceopetaliiformis
",17-65岁,19-year-old
"Aspergillus_ochraceopetaliiformis_34916705:Aspergillus ochraceopetaliiformis
",17-65岁,41-year-old
"Aspergillus_ochraceopetaliiformis_34918320:Aspergillus ochraceopetaliiformis
",none,people
"Aspergillus_ochraceopetaliiformis_34947041:Aspergillus ochraceopetaliiformis
",17-65岁,adult
"Aspergillus_ochraceopetaliiformis_34947074:Aspergillus ochraceopetaliiformis
",>65岁,90-year-old
"Aspergillus_ochraceopetaliiformis_34951498:Aspergillus ochraceopetaliiformis
",>65岁,102
"Aspergillus_ochraceopetaliiformis_34952578:Aspergillus ochraceopetaliiformis
",>65岁,70-81-year-old
"Aspergillus_ochraceopetaliiformis_34984061:Aspergillus ochraceopetaliiformis
",17-65岁,58-year-old
"Aspergillus_ochraceopetaliiformis_34987739:Aspergillus ochraceopetaliiformis
",none,"(HTx),"
"Aspergillus_ochraceopetaliiformis_34992845:Aspergillus ochraceopetaliiformis
",none,institutional
"Aspergillus_ochraceus_30782501:Aspergillus ochraceus
",1-17岁,12-year-old
"Aspergillus_ochraceus_32385921:Aspergillus ochraceus
",>65岁,110
"Aspergillus_ochraceus_32534826:Aspergillus ochraceus
",none,improve
"Aspergillus_ochraceus_33684835:Aspergillus ochraceus
",none,immunocompetent
"Aspergillus_oryzae_20803983:Aspergillus oryzae
",>65岁,73-year-old
"Aspergillus_oryzae_32807082:Aspergillus oryzae
",17-65岁,61-year-old
"Aspergillus_oryzae_34022619:Aspergillus oryzae
",none,dysregulation
"Aspergillus_restrictus_13767146:Aspergillus restrictus
",none,.
"Aspergillus_restrictus_7952609:Aspergillus restrictus
",17-65岁,5 to 43
"Aspergillus_rubrobrunneus_7260808:Aspergillus rubrobrunneus
",>65岁,76
"Aspergillus_tamari_24452174:Aspergillus tamari
",none,.
"Aspergillus_terreus_10880300:Aspergillus terreus
",none,.
"Aspergillus_terreus_1987925:Aspergillus terreus
",>65岁,65-year-old
"Aspergillus_terreus_20299503:Aspergillus terreus
",none,given the wide variations in the oral bioavailability of voriconazole.
"Aspergillus_terreus_2233979:Aspergillus terreus
",none,A female
"Aspergillus_terreus_23344758:Aspergillus terreus
",17-65岁,47-year-old
"Aspergillus_terreus_26455910:Aspergillus terreus
",none,an immunocompromised critically ill
"Aspergillus_terreus_28762125:Aspergillus terreus
",none,enabling
"Aspergillus_terreus_33389698:Aspergillus terreus
",>65岁,71-year-old
"Aspergillus_terreus_33751395:Aspergillus terreus
",1-17岁,4
"Aspergillus_terreus_33936706:Aspergillus terreus
",none,immunocompetent
"Aspergillus_terreus_34939293:Aspergillus terreus
",none,I
"Aspergillus_terreus_4032629:Aspergillus terreus
",1岁以下,neonatal
"Aspergillus_terreus_6781385:Aspergillus terreus
",1-17岁,16-year-old
"Aspergillus_tubingensis_26773134:Aspergillus tubingensis
",1-17岁,two
"Aspergillus_tubingensis_31787529:Aspergillus tubingensis
",none,a patient with solid tumor
"Aspergillus_tubingensis_34756827:Aspergillus tubingensis
",none,disease
"Aspergillus_udagawae__33551426:Aspergillus udagawae 
",>65岁,80 year old
"Aspergillus_ustus_10203536:Aspergillus ustus
",none,recipient
"Aspergillus_ustus_15472346:Aspergillus ustus
",17-65岁,43-year-old
"Aspergillus_ustus_18187099:Aspergillus ustus
",17-65岁,39-year-old
"Aspergillus_ustus_20541440:Aspergillus ustus
",none,empiric
"Aspergillus_ustus_29458989:Aspergillus ustus
",none,Patient.ABSTRACT:
"Aspergillus_ustus_31925638:Aspergillus ustus
",17-65岁,56-year-old
"Aspergillus_ustus_32155262:Aspergillus ustus
",>65岁,90
"Aspergillus_ustus_32545485:Aspergillus ustus
",none,expanding
"Aspergillus_ustus_6603788:Aspergillus ustus
",>65岁,72-year-old
"Aspergillus_ustus_9817905:Aspergillus ustus
",17-65岁,46-year-old
"Aspergillus_versicolor_29234587:Aspergillus versicolor
",none,a dog in Malaysia
