,evi,evi_origin
"Aspergillus_ochraceopetaliiformis_34143393:Aspergillus ochraceopetaliiformis
","4：气管镜活检组织培养出病原体,或者支气管肺泡灌洗液（BALF）定量培养>10**4",bronchoalveolar lavage fluid bronchoalveolar lavage bronchoalveolar lavage fluid Aspergillus galactomannan br fluid aspirate cultures in two cases and by bronchoalveolar lavage fluid aspirate cultures by bronchoalveolar lavage fluid cultures in two cases and by bronchoalveolar lavage fluid bronchoalveolar lavage fluid Aspergillus galactomannan in one case cultures bronchoal bronchoalveolar lava lavage fluid bronchoalveolar broncho bronchoalveolar lavage fluid Aspergillus galactomannan in one case. None of the patients who developed CAPA aspirate cultures in two cases and by bronchoalveolar lavage fluid Aspergillus galactomannan by bronchoalveolar lavage
"Aspergillus_ochraceopetaliiformis_34143533:Aspergillus ochraceopetaliiformis
",6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,"airway specimens culture, galactomannan antigen, or specific PCR airway specimens (detected by culture, galactomannan antigen, or specific PCR culture airway specimens (detected by culture specimens Aspergillus in airway specimens specimens (detected by culture, galactomannan antigen, or specific PCR PCR in airway specimens detected by culture, galactomannan antigen, or specific PCR galactomannan antigen, or specific PCR specimens (detected by culture Aspergillus in airway specimens (detected by culture, galactomannan antigen, or specific PCR detected by culture culture, galactomannan antigen in airway specimens (detected by culture, galactomannan antigen, or specific PCR respiratory Aspergillus colonization PCR) airway specimens (detected by culture, galactomannan antigen"
"Aspergillus_ochraceopetaliiformis_34146056:Aspergillus ochraceopetaliiformis
",none,"fungus fungus as the causative organism grew fungus Five of the seven eyes grew fungus intravitreal antifungal therapy. Five of the seven eyes grew fungus grew fungus as the causative organism fungus as the causative organism (Candida sp. in four eyes, Aspergillus sp. in one eye fungus as the causative organism (Candida sp. in four eyes, Aspergillus sp. fungus as the causative organism (Candida sp. in four eyes, Aspergillus sp. in one eye) vitrectomy (PPV) with intravitreal antifungal therapy. Five of the seven eyes grew fungus fungus as the causative organism (Candida sp. PPV) with intravitreal antifungal therapy. Five of the seven eyes grew fungus grew seven eyes grew fungus Five of the seven eyes grew fungus as the causative organism Five of the seven eyes grew pars plana vitrectomy (PPV) with intravitreal antifungal therapy intravitreal antifungal therapy. Five of the seven eyes grew fungus as the causative organism vitreous exudates PPV) with intravitreal antifungal therapy. Five of the seven eyes grew fungus as the causative organism"
"Aspergillus_ochraceopetaliiformis_34157166:Aspergillus ochraceopetaliiformis
",1：同时具备肺组织病理+病原学证据,"histologically diagnosed CAPA in a series of 45 consecutive COVID-19 laboratory-confirmed autopsies autopsies autopsies, laboratory-confirmed autopsies a series of 45 consecutive COVID-19 laboratory-confirmed autopsies the incidence of histologically diagnosed CAPA in a series of 45 consecutive COVID-19 laboratory-confirmed autopsies 45 consecutive COVID-19 laboratory-confirmed autopsies histologically diagnosed CAPA in a series of 45 consecutive COVID-19 laboratory-confirmed autopsies, CAPA in a series of 45 consecutive COVID-19 laboratory-confirmed autopsies histologically diagnosed CAPA in a series of 45 consecutive COVID-19 laboratory-confirmed autops COVID-19 laboratory-confirmed autopsies diagnosed CAPA in a series of 45 consecutive COVID-19 laboratory-confirmed autopsies histologically diagnosed CAPA histologically diagnosed CAPA in a series of 45 consecutive COVID-19 laboratory-confirmed autopsies, performed histologically diagnosed CAPA in a series of 45 consecutive COVID-19 laboratory-confirmed auto his histological histo autops autopsies, performed"
"Aspergillus_ochraceopetaliiformis_34160631:Aspergillus ochraceopetaliiformis
","4：气管镜活检组织培养出病原体,或者支气管肺泡灌洗液（BALF）定量培养>10**4",bronchoalveolar lavage bronchoalveolar lavage (BAL bronchoalveolar lavage (BAL) Bronchoscopy and bronchoalveolar lavage Bronchoscopy and bronchoalveolar lavage (BAL br bronchoalveolar lava bronchoalveolar bronchoalveolar lavage (BAL) remain the cornerstone of CAPA diagnosis BAL Bronchoscopy and bronchoalveolar lavage (BAL) Bronchoscopy lavage lavage (BAL (BAL) BAL) Bronchoscopy and br Bronchoscopy and bronchoalveolar lava lavage (BAL) Bronchoscopy and bronchoalveolar
"Aspergillus_ochraceopetaliiformis_34173984:Aspergillus ochraceopetaliiformis
","4：气管镜活检组织培养出病原体,或者支气管肺泡灌洗液（BALF）定量培养>10**4",Broncho alveolar lavage lavage alveolar lavage MM underwent Broncho alveolar lavage patients with MM underwent Broncho alveolar lavage underwent Broncho alveolar lavage analyzed patients with MM underwent Broncho alveolar lavage Broncho alveolar lavage for pneumonia lavage for pneumonia pneumonia Broncho alveolar lava alveolar lavage for pneumonia bronchoscopy MM underwent Broncho alveolar lavage for pneumonia B Broncho Broncho alveolar lava Broncho alveolar lavage for pneumonia at Rambam Hospital during a 13-year period from July 2005 to February 2018. We focused on those with Aspergillus pneumonia
"Aspergillus_ochraceopetaliiformis_34174895:Aspergillus ochraceopetaliiformis
",6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,next-generation sequencing next generation sequencing sequencing chest radiograph the next generation sequencing assisted by next-generation sequencing chest radiograph displayed obvious absorption of bilateral lung inflammation next-generation sequencing in a patient with systemic lupus erythematosus This successful application of the next generation sequencing next-generation sequencing in a patient with systemic lupus erythematosus: a case report successful application of the next generation sequencing discharge. CONCLUSIONS: This successful application of the next generation sequencing application of the next generation sequencing pneumonia coinfected by Pneumocystis jirovecii and Aspergillus fumigatus assisted by next-generation sequencing Pneumocystis jirovecii and Aspergillus fumigatus assisted by next-generation sequencing next-generation se Aspergillus fumigatus assisted by next-generation sequencing -generation sequencing generation sequencing coinfected by Pneumocystis jirovecii and Aspergillus fumigatus assisted by next-generation sequencing
"Aspergillus_ochraceopetaliiformis_34246387:Aspergillus ochraceopetaliiformis
",6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,respiratory cultures Nasopharyngeal swab Repeat respiratory cultures cultures Nasopharyngeal swab for SARS-CoV-2 was positive swab Na respiratory respiratory cultures grew respiratory cultures grew Pseudomonas aeruginosa Repeat respiratory Nasopharyngeal s Repeat Repeat respiratory cultures grew Nasopharyngeal swab for Rep positive Nasopharyngeal Nasopharyngeal swab for SARS-CoV-2 respiratory cultures grew P
"Aspergillus_ochraceopetaliiformis_34277662:Aspergillus ochraceopetaliiformis
",3：血及无菌体液（如脓胸液）,bronchoalveolar lavage fluid bronchoalveolar lavage fluid (BALF) bronchoalveolar lavage fluid (BALF bronchoalveolar lavage fluid (BALF) was negative for infection and his serum bronchoalveolar lavage bronchoalveolar lavage fluid (BALF) was negative for infection and his serum was negative for anti-Legionella antibody bronchoalveolar lavage fluid (BALF) was negative for infection br bronchoalveolar lava fluid lavage fluid Metagenomic next-generation sequencing (mNGS) technology his bronchoalveolar lavage fluid Metagenomic next-generation sequencing mNGS) technology fluid (BALF) lavage fluid (BALF) next-generation sequencing (mNGS) technology Metagenomic next-generation sequencing (mNGS BALF)
"Aspergillus_ochraceopetaliiformis_34288730:Aspergillus ochraceopetaliiformis
",none,". COVID-associated pulmonary aspergillosis ABSTRACT:While the incidence of COVID-associated pulmonary aspergillosis the incidence of COVID-associated pulmonary aspergillosis pulmonary aspergillosis ochraceopetaliiformisID:34288730TITLE:COVID-associated pulmonary aspergillosis 34288730TITLE:COVID-associated pulmonary aspergillosis COVID-associated pulmonary aspergillosis (CAPA COVID-associated pulmonary aspergillosis (CAPA) in COVID-19 patients admitted to the ICU CAPA CAPA) in COVID-19 patients admitted to the ICU COVID-19 patients admitted to the ICU COVID-associated pulmonary aspergillosis in the US: is it rare or have we missed the diagnosis ICU in Europe is widely published (incidence up to 30%) (1), data on CAPA ICU COVID-associated pulmonary aspergillosis (CAPA) ABSTRACT:While the incidence of COVID-associated pulmonary aspergillosis (CAPA Aspergillus COVID-associated pulmonary aspergill CAPA)"
