,物种名称,是否是致病菌,预测概率,样本量,样本量文本,年龄,年龄文本,患者性别,性别文本,免疫状态,免疫文本,证据等级,证据文本,原文链接,标注方式
Clostridium_butyricum_23302558,Clostridium butyricum,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/23302558/,人工标注
Porphyromonas_asaccharolytica_23435719,Porphyromonas asaccharolytica,yes,[1],1,the case of,17-65,35-year-old,男,man,受损,"developed a left peritonsillar abscess, thrombophlebitis o",3：血及无菌体液（如脓胸液）,blood cultures,https://pubmed.ncbi.nlm.nih.gov/23435719/,人工标注
Porphyromonas_asaccharolytica_23474186,Porphyromonas asaccharolytica,yes,[1],1,a case of,65以上,NA,女,NA,正常,immunocompetent,3：血及无菌体液（如脓胸液）,NA,https://pubmed.ncbi.nlm.nih.gov/23474186/,人工标注
Propionibacterium_granulosum_23602745,Propionibacterium granulosum,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/23602745/,人工标注
Eubacterium_limosum_23613805,Eubacterium limosum,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/23613805/,人工标注
Faecalibacterium_23646192,Faecalibacterium,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/23646192/,人工标注
Clostridium_limosum_23811141,Clostridium limosum,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/23811141/,人工标注
Actinomyces_urogenitalis_24096355,Actinomyces urogenitalis,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/24096355/,人工标注
Actinomyces_radicidentis_24096355,Actinomyces radicidentis,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/24096355/,人工标注
Bulleidia_24349510,Bulleidia,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/24349510/,人工标注
Propioniferax_24363295,Propioniferax,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/24363295/,人工标注
Filifactor_alocis_24379289,Filifactor alocis,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/24379289/,人工标注
Bacteroides_capillosus_24439468,Bacteroides capillosus,yes,[1],1-10,seven patien,17-65,60 years,NA,NA,受损,smokers and 57% with a drinking habit,3：血及无菌体液（如脓胸液）,needed surgery due to poor clinical progress,https://pubmed.ncbi.nlm.nih.gov/24439468/,人工标注
Varibaculum_cambriense_24451181,Varibaculum cambriense,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/24451181/,人工标注
Varibaculum_24451181,Varibaculum,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/24451181/,人工标注
Porphyromonas_intermedia_24478074,Porphyromonas intermedia,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/24478074/,人工标注
Eubacterium_rectale_24586292,Eubacterium rectale,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/24586292/,人工标注
Bacteroides_uniformis_24586292,Bacteroides uniformis,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/24586292/,人工标注
Fusobacterium_varium_24590666,Fusobacterium varium,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/24590666/,人工标注
Olsenella_24818822,Olsenella,no,[1],1-10,nine,NA,NA,NA,NA,受损,pulmonary carcinoma,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,cultured anaerobically on blood agar plates,https://pubmed.ncbi.nlm.nih.gov/24818822/,人工标注
Clostridium_innocuum_24951305,Clostridium innocuum,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/24951305/,人工标注
Clostridium_sordellii_25230330,Clostridium sordellii,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/25230330/,人工标注
Clostridium_novyi_25230330,Clostridium novyi,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/25230330/,人工标注
Clostridium_subterminale_25230767,Clostridium subterminale,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/25230767/,人工标注
Actinomyces_naeslundii_25238000,Actinomyces naeslundii,yes,[1],1,NA,65以上,NA,女,NA,NA,NA,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,polymerase chain reaction coupled with electrospray-ionization mass spectrometry.,https://pubmed.ncbi.nlm.nih.gov/25238000/,人工标注
Bulleidia_extructa_25387555,Bulleidia extructa,yes,[1],1,a case of,NA,NA,女,woman,正常,severe gingivitis,1：同时具备肺组织病理+病原学证据,isolated,https://pubmed.ncbi.nlm.nih.gov/25387555/,人工标注
Actinobaculum_urinale_25406238,Actinobaculum urinale,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/25406238/,人工标注
Actinobaculum_massiliense_25406238,Actinobaculum massiliense,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/25406238/,人工标注
Actinobaculum_schaalii_25406238,Actinobaculum schaalii,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/25406238/,人工标注
Dialister_25492799,Dialister,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/25492799/,人工标注
Actinomyces_graevenitzii_25493591,Actinomyces graevenitzii,yes,[1],1,a,NA,NA,男,man,正常,healthy,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,Cultures of the bronchoalveolar lavage fluid,https://pubmed.ncbi.nlm.nih.gov/25493591/,人工标注
Porphyromonas_somerae_25540395,Porphyromonas somerae,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/25540395/,人工标注
Clostridium_baratii_25695475,Clostridium baratii,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/25695475/,人工标注
Clostridium_baratii_25879901,Clostridium baratii,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/25879901/,人工标注
Propionibacterium_granulosum_25959360,Propionibacterium granulosum,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/25959360/,人工标注
Clostridium_bifermentans_26015796,Clostridium bifermentans,yes,[1],1,A case,17-65,NA,男,NA,NA,NA,3：血及无菌体液（如脓胸液）,NA,https://pubmed.ncbi.nlm.nih.gov/26015796/,人工标注
Anaerotruncus_26135201,Anaerotruncus,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/26135201/,人工标注
Clostridium_septicum_26271359,Clostridium septicum,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/26271359/,人工标注
Porphyromonas_catoniae_26320571,Porphyromonas catoniae,no,[1],1,a,NA,NA,NA,NA,受损,Non-Small Cell Lung Cancer,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,Intraoperative Bronchial Fluids,https://pubmed.ncbi.nlm.nih.gov/26320571/,人工标注
Actinomyces_neuii_26407440,Actinomyces neuii,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/26407440/,人工标注
Slackia_heliotrinireducenscorrig_26432408,Slackia heliotrinireducenscorrig,yes,[1],1,A,17-65,NA,男,NA,NA,NA,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,NA,https://pubmed.ncbi.nlm.nih.gov/26432408/,人工标注
Slackia_exigua_26432408,Slackia exigua,yes,[1],1,A,17-65,NA,男,NA,NA,NA,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,NA,https://pubmed.ncbi.nlm.nih.gov/26432408/,人工标注
Finegoldia_magna_26638540,Finegoldia magna,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/26638540/,人工标注
Tannerella_26810057,Tannerella,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/26810057/,人工标注
Clostridium_baratii_26848055,Clostridium baratii,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/26848055/,人工标注
Sneathia_27093794,Sneathia,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/27093794/,人工标注
Scardovia_27093794,Scardovia,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/27093794/,人工标注
Faecalibacterium_27115049,Faecalibacterium,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/27115049/,人工标注
Porphyromonas_nigrescens_27118478,Porphyromonas nigrescens,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/27118478/,人工标注
Eggerthella_27180431,Eggerthella,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/27180431/,人工标注
Clostridium_septicum_27257452,Clostridium septicum,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/27257452/,人工标注
Clostridium_sordellii_27303685,Clostridium sordellii,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/27303685/,人工标注
Sneathia_27355625,Sneathia,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/27355625/,人工标注
Clostridium_novyi_27607862,Clostridium novyi,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/27607862/,人工标注
Porphyromonas_copri_27641915,Porphyromonas copri,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/27641915/,人工标注
Finegoldia_magna_27771471,Finegoldia magna,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/27771471/,人工标注
Slackia_heliotrinireducenscorrig_27797862,Slackia heliotrinireducenscorrig,yes,[1],NA,a case of,17-65,43,女,woman,正常,previously well,3：血及无菌体液（如脓胸液）,Blood cultures,https://pubmed.ncbi.nlm.nih.gov/27797862/,人工标注
Slackia_exigua_27797862,Slackia exigua,yes,[1],NA,a case of,17-65,43,女,woman,正常,previously well,3：血及无菌体液（如脓胸液）,Blood cultures,https://pubmed.ncbi.nlm.nih.gov/27797862/,人工标注
Porphyromonas_intermedia_27894820,Porphyromonas intermedia,no,[1],10-100,42 patients with infectious pneumonia and 45,NA,NA,NA,NA,正常,42 patients with infectious pneumonia and 45 patients without infectious pneumonia,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,bacterial pneumonia by real-time PCR,https://pubmed.ncbi.nlm.nih.gov/27894820/,人工标注
Fusobacterium_periodonticum_27894820,Fusobacterium periodonticum,no,[1],NA,42 patients with infectious pneumonia and 45,NA,NA,NA,NA,NA,42 patients with infectious pneumonia and 45 patients without infectious pneumonia,NA,bacterial pneumonia by real-time PCR,https://pubmed.ncbi.nlm.nih.gov/27894820/,人工标注
Actinomyces_graevenitzii_28169034,Actinomyces graevenitzii,yes,[1],NA,NA,NA,NA,NA,NA,NA,NA,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,Linear EBUS,https://pubmed.ncbi.nlm.nih.gov/28169034/,人工标注
Veillonella_dispar_28293681,Veillonella dispar,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/28293681/,人工标注
Clostridium_baratii_28348769,Clostridium baratii,yes,[1],1,a case o,65以上,70-year-old,男,male,正常,Alzheimer patient,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,multiplex PCR,https://pubmed.ncbi.nlm.nih.gov/28348769/,人工标注
Mogibacterium_28358811,Mogibacterium,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/28358811/,人工标注
Actinomyces_urogenitalis_28629509,Actinomyces urogenitalis,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/28629509/,人工标注
Actinomyces_radicidentis_28629509,Actinomyces radicidentis,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/28629509/,人工标注
Slackia_heliotrinireducenscorrig_28668708,Slackia heliotrinireducenscorrig,yes,[1],1,a,17-65,58-year-old,女,lady,正常,good,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,hallenging and often require 16 S rRNA and MALDI-TOF MS,https://pubmed.ncbi.nlm.nih.gov/28668708/,人工标注
Slackia_exigua_28668708,Slackia exigua,yes,[1],1,a,17-65,58-year-old,女,lady,正常,good,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,hallenging and often require 16 S rRNA and MALDI-TOF MS,https://pubmed.ncbi.nlm.nih.gov/28668708/,人工标注
Holdemania_28705171,Holdemania,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/28705171/,人工标注
Anaerotruncus_28705171,Anaerotruncus,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/28705171/,人工标注
Bacteroides_vulgatus_28712163,Bacteroides vulgatus,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/28712163/,人工标注
Veillonella_parvula_28713344,Veillonella parvula,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/28713344/,人工标注
Veillonella_alcalescens_28713344,Veillonella alcalescens,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/28713344/,人工标注
Veillonella_dispar_28740374,Veillonella dispar,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/28740374/,人工标注
Porphyromonas_endodontalis_28748030,Porphyromonas endodontalis,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/28748030/,人工标注
Oribacterium_28748030,Oribacterium,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/28748030/,人工标注
Eubacterium_rectale_28757576,Eubacterium rectale,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/28757576/,人工标注
Clostridium_coccoides_28757576,Clostridium coccoides,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/28757576/,人工标注
Desulfovibrio_desulfuricans_28847524,Desulfovibrio desulfuricans,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/28847524/,人工标注
Eubacterium_brachy_28856090,Eubacterium brachy,yes,[1],1,a rare case,NA,NA,NA,NA,NA,NA,3：血及无菌体液（如脓胸液）,rRNA gene sequencing and a phylogenetic tree analysis,https://pubmed.ncbi.nlm.nih.gov/28856090/,人工标注
Porphyromonas_melaninogenica_28884664,Porphyromonas melaninogenica,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/28884664/,人工标注
Clostridium_limosum_28924833,Clostridium limosum,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/28924833/,人工标注
Bacteroides_xylanisolvens_28945536,Bacteroides xylanisolvens,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/28945536/,人工标注
Bacteroides_ovatus_28945536,Bacteroides ovatus,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/28945536/,人工标注
Veillonella_parvula_29031240,Veillonella parvula,no,[1],NA,NA,NA,NA,NA,NA,受损,VAP (ventilator-associated pneumonia,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,"from mini-bronchoalveolar lavage (BAL), endotracheal aspirate, and orotracheal tube) of patients on",https://pubmed.ncbi.nlm.nih.gov/29031240/,人工标注
Fusobacterium_periodonticum_29031240,Fusobacterium periodonticum,no,[1],NA,NA,NA,NA,NA,NA,受损,VAP (ventilator-associated pneumonia,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,"from mini-bronchoalveolar lavage (BAL), endotracheal aspirate, and orotracheal tube) of patients on",https://pubmed.ncbi.nlm.nih.gov/29031240/,人工标注
Veillonella_alcalescens_29031240,Veillonella alcalescens,no,[1],NA,NA,NA,NA,NA,NA,受损,VAP (ventilator-associated pneumonia,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,"from mini-bronchoalveolar lavage (BAL), endotracheal aspirate, and orotracheal tube) of patients on",https://pubmed.ncbi.nlm.nih.gov/29031240/,人工标注
Roseburia_29201017,Roseburia,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/29201017/,人工标注
Faecalibacterium_29201017,Faecalibacterium,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/29201017/,人工标注
Solobacterium_29259328,Solobacterium,no,[1],10-100,NA,NA,NA,NA,NA,NA,NA,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,NA,https://pubmed.ncbi.nlm.nih.gov/29259328/,人工标注
Atopobium_29259328,Atopobium,no,[1],10-100,NA,NA,NA,NA,NA,NA,NA,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,NA,https://pubmed.ncbi.nlm.nih.gov/29259328/,人工标注
Filifactor_29259328,Filifactor,no,[1],10-100,NA,NA,NA,NA,NA,NA,NA,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,NA,https://pubmed.ncbi.nlm.nih.gov/29259328/,人工标注
Oribacterium_29259328,Oribacterium,no,[1],10-100,NA,NA,NA,NA,NA,NA,NA,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,NA,https://pubmed.ncbi.nlm.nih.gov/29259328/,人工标注
Filifactor_alocis_29377528,Filifactor alocis,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/29377528/,人工标注
Filifactor_29377528,Filifactor,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/29377528/,人工标注
Desulfovibrio_vulgaris_29377633,Desulfovibrio vulgaris,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/29377633/,人工标注
Veillonella_parvula_29447223,Veillonella parvula,no,[1],＞100,NA,NA,NA,NA,NA,NA,NA,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,NA,https://pubmed.ncbi.nlm.nih.gov/29447223/,人工标注
Veillonella_alcalescens_29447223,Veillonella alcalescens,no,[1],＞100,NA,NA,NA,NA,NA,NA,NA,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,NA,https://pubmed.ncbi.nlm.nih.gov/29447223/,人工标注
Desulfovibrio_vulgaris_29505248,Desulfovibrio vulgaris,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/29505248/,人工标注
Actinomyces_naeslundii_29515530,Actinomyces naeslundii,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/29515530/,人工标注
Porphyromonas_denticola_29539037,Porphyromonas denticola,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/29539037/,人工标注
Actinomyces_timonensis_29556407,Actinomyces timonensis,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/29556407/,人工标注
Actinomyces_massiliensis_29556407,Actinomyces massiliensis,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/29556407/,人工标注
Actinomyces_graevenitzi_29559113,Actinomyces graevenitzi,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/29559113/,人工标注
Actinomyces_graevenitzii_29559113,Actinomyces graevenitzii,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/29559113/,人工标注
Gordonibacter_29583112,Gordonibacter,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/29583112/,人工标注
Adlercreutzia_29583112,Adlercreutzia,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/29583112/,人工标注
Porphyromonas_endodontalis_29643500,Porphyromonas endodontalis,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/29643500/,人工标注
Mogibacterium_29662480,Mogibacterium,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/29662480/,人工标注
Actinomyces_graevenitzii_29709959,Actinomyces graevenitzii,yes,[1],1,:A,65以上,75-year-old,男,man,NA,NA,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,cultured from the specimen obtained by bronchoscopy,https://pubmed.ncbi.nlm.nih.gov/29709959/,人工标注
Pseudoflavonifractor_capillosus_29745868,Pseudoflavonifractor capillosus,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/29745868/,人工标注
Flavonifractor_plautii_29745868,Flavonifractor plautii,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/29745868/,人工标注
Clostridium_sporogenes_29948359,Clostridium sporogenes,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/29948359/,人工标注
Clostridium_subterminale_29951328,Clostridium subterminale,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/29951328/,人工标注
Veillonella_atypica_30111628,Veillonella atypica,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/30111628/,人工标注
Actinomyces_viscosus_30181949,Actinomyces viscosus,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/30181949/,人工标注
Desulfovibrio_vulgaris_30186256,Desulfovibrio vulgaris,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/30186256/,人工标注
Eggerthella_lenta_30208875,Eggerthella lenta,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/30208875/,人工标注
Bacteroides_stercoris_30208875,Bacteroides stercoris,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/30208875/,人工标注
Eggerthella_30208875,Eggerthella,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/30208875/,人工标注
Bilophila_30242004,Bilophila,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/30242004/,人工标注
Clostridium_butyricum_30275093,Clostridium butyricum,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/30275093/,人工标注
Clostridium_baratii_30275093,Clostridium baratii,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/30275093/,人工标注
Eubacterium_limosum_30285910,Eubacterium limosum,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/30285910/,人工标注
Clostridium_sporogenes_30297052,Clostridium sporogenes,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/30297052/,人工标注
Desulfovibrio_vulgaris_30394641,Desulfovibrio vulgaris,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/30394641/,人工标注
Sutterella_30394865,Sutterella,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/30394865/,人工标注
Parasutterella_secunda_30394865,Parasutterella secunda,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/30394865/,人工标注
Actinomyces_viscosus_30420589,Actinomyces viscosus,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/30420589/,人工标注
Eggerthella_30521551,Eggerthella,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/30521551/,人工标注
Porphyromonas_asaccharolytica_30533234,Porphyromonas asaccharolytica,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/30533234/,人工标注
Desulfovibrio_vulgaris_30575735,Desulfovibrio vulgaris,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/30575735/,人工标注
