,age,age_origin
"Fusobacterium_nucleatum_10983929:Fusobacterium nucleatum
",none,.
"Fusobacterium_nucleatum_21596220:Fusobacterium nucleatum
",1-17岁,1 years
"Fusobacterium_nucleatum_23722529:Fusobacterium nucleatum
",none,one
"Fusobacterium_nucleatum_23868895:Fusobacterium nucleatum
",none,entirely
"Fusobacterium_nucleatum_24003573:Fusobacterium nucleatum
",none,presenting
"Fusobacterium_nucleatum_29626971:Fusobacterium nucleatum
",1-17岁,two hospitals
"Fusobacterium_nucleatum_31638919:Fusobacterium nucleatum
",17-65岁,58-year-old
"Fusobacterium_nucleatum_32231820:Fusobacterium nucleatum
",17-65岁,27-year-old
"Fusobacterium_nucleatum_352421:Fusobacterium nucleatum
",1-17岁,11
"Fusobacterium_nucleatum_37594:Fusobacterium nucleatum
",none,","
"Fusobacterium_nucleatum_477429:Fusobacterium nucleatum
",17-65岁,24 patients
"Fusobacterium_nucleatum_8034995:Fusobacterium nucleatum
",>65岁,213
"Fusobacterium_nucleatum_8324128:Fusobacterium nucleatum
",>65岁,110
"Fusobacterium_nucleatum_8616556:Fusobacterium nucleatum
",1-17岁,younger
"Fusobacterium_nucleatum_9480485:Fusobacterium nucleatum
",17-65岁,60-year old
"Lactobacillus_24899028:Lactobacillus
",1岁以下,11-month-old
"Lactobacillus_2606189:Lactobacillus
",none,:
"Lactobacillus_27734016:Lactobacillus
",17-65岁,58-year-old
"Lactobacillus_30384517:Lactobacillus
",>65岁,74-year-old
"Lactobacillus_31227528:Lactobacillus
",17-65岁,18
"Lactobacillus_31908161:Lactobacillus
",none,cancer
"Lactobacillus_7130367:Lactobacillus
",17-65岁,32
"Lactobacillus_7944727:Lactobacillus
",none,recipient
"Lactobacillus_9859577:Lactobacillus
",none,a CD4 lymphocyte-depleted AIDS
"Leptotrichia_19052180:Leptotrichia
",>65岁,elderly
"Leptotrichia_24470931:Leptotrichia
",none,host
"Leptotrichia_31310211:Leptotrichia
",none,Stillbirth
"Leptotrichia_7001901:Leptotrichia
",none,.
"Parvimonas_micra_29626971:Parvimonas micra
",1-17岁,two hospitals
"Parvimonas_micra_30665352:Parvimonas micra
",>65岁,85-year-old
"Parvimonas_micra_31464925:Parvimonas micra
",17-65岁,49
"Parvimonas_micra_31864828:Parvimonas micra
",>65岁,70-year-old
"Parvimonas_micra_32150046:Parvimonas micra
",17-65岁,39-year-old
"Parvimonas_micra_32758181:Parvimonas micra
",>65岁,elderly
"Peptostreptococcus_10481403:Peptostreptococcus
",none,pneumonia
"Peptostreptococcus_11002735:Peptostreptococcus
",17-65岁,29-year-old
"Peptostreptococcus_12748443:Peptostreptococcus
",1-17岁,6
"Peptostreptococcus_12959026:Peptostreptococcus
",none,.
"Peptostreptococcus_15491:Peptostreptococcus
",1-17岁,9
"Peptostreptococcus_15599270:Peptostreptococcus
",1-17岁,children
"Peptostreptococcus_16491835:Peptostreptococcus
",17-65岁,adult
"Peptostreptococcus_16493565:Peptostreptococcus
",17-65岁,62
"Peptostreptococcus_1745861:Peptostreptococcus
",none,The
"Peptostreptococcus_1920813:Peptostreptococcus
",1-17岁,two
"Peptostreptococcus_21193258:Peptostreptococcus
",none,:
"Peptostreptococcus_21921428:Peptostreptococcus
",>65岁,91-year-old
"Peptostreptococcus_2232147:Peptostreptococcus
",17-65岁,62
"Peptostreptococcus_2330780:Peptostreptococcus
",none,work
"Peptostreptococcus_2686918:Peptostreptococcus
",>65岁,82
"Peptostreptococcus_29204301:Peptostreptococcus
",none,.
"Peptostreptococcus_30951830:Peptostreptococcus
",>65岁,Elderly
"Peptostreptococcus_32467123:Peptostreptococcus
",17-65岁,40-year-old
"Peptostreptococcus_3290185:Peptostreptococcus
",none,dependent
"Peptostreptococcus_352421:Peptostreptococcus
",1-17岁,11
"Peptostreptococcus_3826924:Peptostreptococcus
",none,.
"Peptostreptococcus_3907845:Peptostreptococcus
",none,several
"Peptostreptococcus_7017948:Peptostreptococcus
",none,:
"Peptostreptococcus_7328011:Peptostreptococcus
",none,elephant
"Peptostreptococcus_7433351:Peptostreptococcus
",17-65岁,42
"Peptostreptococcus_7996025:Peptostreptococcus
",>65岁,1165
"Peptostreptococcus_8207291:Peptostreptococcus
",>65岁,67
"Peptostreptococcus_8324127:Peptostreptococcus
",>65岁,193 reviewed
"Peptostreptococcus_8324128:Peptostreptococcus
",>65岁,110
"Peptostreptococcus_8515622:Peptostreptococcus
",>65岁,59.6 years (range; 33 to 84
"Peptostreptococcus_8685643:Peptostreptococcus
",1-17岁,10
"Peptostreptococcus_9489438:Peptostreptococcus
",17-65岁,40
"Peptostreptococcus_954467:Peptostreptococcus
",none,A
"Porphyromonas_15599270:Porphyromonas
",1-17岁,children
"Porphyromonas_22677062:Porphyromonas
",none,:
"Porphyromonas_27293852:Porphyromonas
",1-17岁,children
"Porphyromonas_7752213:Porphyromonas
",>65岁,418
"Porphyromonas_8034995:Porphyromonas
",>65岁,213
"Porphyromonas_8486033:Porphyromonas
",>65岁,197
"Porphyromonas_8685643:Porphyromonas
",1-17岁,10
"Porphyromonas_gingivalis_26810057:Porphyromonas gingivalis
",>65岁,18 dentate and 18 edentulous patients from 78
"Prevotella_10481403:Prevotella
",none,pneumonia
"Prevotella_10527248:Prevotella
",17-65岁,53
"Prevotella_10551960:Prevotella
",17-65岁,30
"Prevotella_11060117:Prevotella
",none,a
"Prevotella_12689848:Prevotella
",>65岁,95
"Prevotella_12959026:Prevotella
",none,lung
"Prevotella_15491:Prevotella
",1-17岁,9
"Prevotella_15599270:Prevotella
",1-17岁,children
"Prevotella_24439468:Prevotella
",17-65岁,60
"Prevotella_25164409:Prevotella
",17-65岁,adult
"Prevotella_26770469:Prevotella
",17-65岁,55
"Prevotella_32374823:Prevotella
",none,"Wuhan,"
"Prevotella_7752213:Prevotella
",>65岁,418
"Prevotella_8034995:Prevotella
",>65岁,213
"Prevotella_8207291:Prevotella
",>65岁,67
"Prevotella_8324127:Prevotella
",>65岁,193 reviewed
"Prevotella_8324128:Prevotella
",>65岁,110
"Prevotella_8486033:Prevotella
",>65岁,197
"Prevotella_8515622:Prevotella
",>65岁,59.6 years (range; 33 to 84
"Prevotella_8685643:Prevotella
",1-17岁,8 patients
"Prevotella_9489438:Prevotella
",17-65岁,40
"Propionibacterium_28883276:Propionibacterium
",>65岁,83-year-old
"Propionibacterium_32999227:Propionibacterium
",17-65岁,46-year-old
"Propionibacterium_33160347:Propionibacterium
",17-65岁,62-year-old
"Propionibacterium_478654:Propionibacterium
",17-65岁,57 year-old
"Propionibacterium_7843179:Propionibacterium
",>65岁,65-year-old
"Propionibacterium_9440204:Propionibacterium
",none,stud
"Propionibacterium_acnes_28883276:Propionibacterium acnes
",>65岁,83-year-old
"Propionibacterium_acnes_32999227:Propionibacterium acnes
",17-65岁,46-year-old
"Propionibacterium_acnes_33160347:Propionibacterium acnes
",17-65岁,62-year-old
"Propionibacterium_acnes_401538:Propionibacterium acnes
",1-17岁,3
"Propionibacterium_acnes_478654:Propionibacterium acnes
",17-65岁,57 year-old
"Propionibacterium_acnes_7843179:Propionibacterium acnes
",>65岁,65-year-old
"Propionibacterium_acnes_9440204:Propionibacterium acnes
",none,stud
"Staphylococcus_saccharolyticu_31619219:Staphylococcus saccharolyticu
",>65岁,94
"Staphylococcus_saccharolyticu_31652323:Staphylococcus saccharolyticu
",none,HAP
"Staphylococcus_saccharolyticu_31851883:Staphylococcus saccharolyticu
",17-65岁,Sixty
"Staphylococcus_saccharolyticu_31881849:Staphylococcus saccharolyticu
",>65岁,98
"Staphylococcus_saccharolyticu_32059033:Staphylococcus saccharolyticu
",1-17岁,14
"Staphylococcus_saccharolyticu_32065604:Staphylococcus saccharolyticu
",>65岁,"70 years [interquartile range, 62-81"
"Staphylococcus_saccharolyticu_32134016:Staphylococcus saccharolyticu
",>65岁,104
"Staphylococcus_saccharolyticu_32236292:Staphylococcus saccharolyticu
",1-17岁,2
"Staphylococcus_saccharolyticu_32273175:Staphylococcus saccharolyticu
",>65岁,elderly
"Staphylococcus_saccharolyticu_32298228:Staphylococcus saccharolyticu
",17-65岁,adult
"Staphylococcus_saccharolyticu_32482366:Staphylococcus saccharolyticu
",none,different
"Staphylococcus_saccharolyticu_32590802:Staphylococcus saccharolyticu
",>65岁,68-year-old
"Staphylococcus_saccharolyticu_32598661:Staphylococcus saccharolyticu
",17-65岁,50
"Staphylococcus_saccharolyticu_32603803:Staphylococcus saccharolyticu
",none,care
"Staphylococcus_saccharolyticu_32697323:Staphylococcus saccharolyticu
",>65岁,69
"Staphylococcus_saccharolyticu_32756602:Staphylococcus saccharolyticu
",>65岁,81
"Staphylococcus_saccharolyticu_32776805:Staphylococcus saccharolyticu
",none,diabetic
"Staphylococcus_saccharolyticu_32779609:Staphylococcus saccharolyticu
",none,Something
"Staphylococcus_saccharolyticu_32821327:Staphylococcus saccharolyticu
",none,immunocompetent
"Staphylococcus_saccharolyticu_32842309:Staphylococcus saccharolyticu
",none,.
"Staphylococcus_saccharolyticu_32856440:Staphylococcus saccharolyticu
",1-17岁,child
"Staphylococcus_saccharolyticu_32919518:Staphylococcus saccharolyticu
",1-17岁,previously well child
"Staphylococcus_saccharolyticu_32997125:Staphylococcus saccharolyticu
",17-65岁,62
"Staphylococcus_saccharolyticu_33006878:Staphylococcus saccharolyticu
",1-17岁,13
"Staphylococcus_saccharolyticu_33009101:Staphylococcus saccharolyticu
",1-17岁,4
"Staphylococcus_saccharolyticu_33014225:Staphylococcus saccharolyticu
",17-65岁,adult
"Staphylococcus_saccharolyticu_33024653:Staphylococcus saccharolyticu
",>65岁,146
"Staphylococcus_saccharolyticu_33029764:Staphylococcus saccharolyticu
",>65岁,65
"Staphylococcus_saccharolyticu_33061542:Staphylococcus saccharolyticu
",17-65岁,55-year-old
"Staphylococcus_saccharolyticu_33062510:Staphylococcus saccharolyticu
",17-65岁,37-year-old
"Staphylococcus_saccharolyticu_33069002:Staphylococcus saccharolyticu
",17-65岁,43
"Staphylococcus_saccharolyticu_33071038:Staphylococcus saccharolyticu
",17-65岁,63-year-old
"Staphylococcus_saccharolyticu_33101483:Staphylococcus saccharolyticu
",17-65岁,17
"Staphylococcus_saccharolyticu_33101896:Staphylococcus saccharolyticu
",none,healthy term
"Staphylococcus_saccharolyticu_33109242:Staphylococcus saccharolyticu
",>65岁,205
"Staphylococcus_saccharolyticu_33109697:Staphylococcus saccharolyticu
",17-65岁,25-year-old
"Staphylococcus_saccharolyticu_33110587:Staphylococcus saccharolyticu
",>65岁,5-88
"Staphylococcus_saccharolyticu_33121394:Staphylococcus saccharolyticu
",17-65岁,60
"Staphylococcus_saccharolyticu_33132582:Staphylococcus saccharolyticu
",1-17岁,1 month to 16
"Staphylococcus_saccharolyticu_33144192:Staphylococcus saccharolyticu
",17-65岁,adults
"Staphylococcus_saccharolyticu_33153134:Staphylococcus saccharolyticu
",17-65岁,adult
"Staphylococcus_saccharolyticu_33154655:Staphylococcus saccharolyticu
",1-17岁,young age
"Staphylococcus_saccharolyticu_33168948:Staphylococcus saccharolyticu
",>65岁,100
"Staphylococcus_saccharolyticu_33207229:Staphylococcus saccharolyticu
",>65岁,2006
"Staphylococcus_saccharolyticu_33228818:Staphylococcus saccharolyticu
",17-65岁,adult
"Staphylococcus_saccharolyticu_33247984:Staphylococcus saccharolyticu
",1-17岁,Seven
"Staphylococcus_saccharolyticu_33249176:Staphylococcus saccharolyticu
",17-65岁,18
"Staphylococcus_saccharolyticu_33269088:Staphylococcus saccharolyticu
",none,presented
"Staphylococcus_saccharolyticu_33342052:Staphylococcus saccharolyticu
",17-65岁,48 vs. 64
"Staphylococcus_saccharolyticu_33379842:Staphylococcus saccharolyticu
",1-17岁,11
"Staphylococcus_saccharolyticu_33384973:Staphylococcus saccharolyticu
",1-17岁,1 month-16
"Staphylococcus_saccharolyticu_33393065:Staphylococcus saccharolyticu
",>65岁,101
"Staphylococcus_saccharolyticu_33401013:Staphylococcus saccharolyticu
",>65岁,2019
"Staphylococcus_saccharolyticu_33407229:Staphylococcus saccharolyticu
",>65岁,75-year-old
"Staphylococcus_saccharolyticu_33413990:Staphylococcus saccharolyticu
",>65岁,73 years (IQR 57-89
"Staphylococcus_saccharolyticu_33419747:Staphylococcus saccharolyticu
",>65岁,75-year-old
"Anaerobes_15449791:Anaerobes
",>65岁,older
"Anaerobes_15571647:Anaerobes
",none,.
"Anaerobes_15599270:Anaerobes
",1-17岁,children
"Anaerobes_15802170:Anaerobes
",none,earlier
"Anaerobes_16193725:Anaerobes
",>65岁,115
"Anaerobes_16491835:Anaerobes
",17-65岁,adult
"Anaerobes_16553566:Anaerobes
",>65岁,elderly
"Anaerobes_16600551:Anaerobes
",>65岁,elderly
"Anaerobes_18547858:Anaerobes
",17-65岁,44-year-old
"Anaerobes_19552995:Anaerobes
",none,a patient with chronic obstructive pulmonary disease].
"Anaerobes_19668024:Anaerobes
",17-65岁,22 to 87 years old (mean = 59
"Anaerobes_20568420:Anaerobes
",>65岁,262
"Anaerobes_20931256:Anaerobes
",>65岁,older
"Anaerobes_20966566:Anaerobes
",none,different
"Anaerobes_21565916:Anaerobes
",17-65岁,60
"Anaerobes_22417634:Anaerobes
",none,tsunami
"Anaerobes_22460828:Anaerobes
",>65岁,elderly
"Anaerobes_23052002:Anaerobes
",none,age
"Anaerobes_23398871:Anaerobes
",none,.
"Anaerobes_24356475:Anaerobes
",none,A
"Anaerobes_24472750:Anaerobes
",17-65岁,53.6+-20
"Anaerobes_24793153:Anaerobes
",none,mechanism
"Anaerobes_25032677:Anaerobes
",none,surgical
"Anaerobes_25129577:Anaerobes
",17-65岁,60
"Anaerobes_25164409:Anaerobes
",17-65岁,adult
"Anaerobes_26163394:Anaerobes
",1-17岁,young
"Anaerobes_26344607:Anaerobes
",>65岁,elderly
"Anaerobes_26464771:Anaerobes
",1-17岁,16
"Anaerobes_27169775:Anaerobes
",>65岁,aging
"Anaerobes_27583907:Anaerobes
",>65岁,"all, 1031"
"Anaerobes_28348769:Anaerobes
",>65岁,70-year-old
"Anaerobes_28461868:Anaerobes
",1-17岁,16
"Anaerobes_28677255:Anaerobes
",>65岁,192
"Anaerobes_29712613:Anaerobes
",17-65岁,54
"Anaerobes_30005540:Anaerobes
",none,or
"Anaerobes_30464429:Anaerobes
",>65岁,older
"Anaerobes_30547334:Anaerobes
",>65岁,197
"Anaerobes_31292363:Anaerobes
",>65岁,elderly
"Anaerobes_31516051:Anaerobes
",>65岁,elderly
"Anaerobes_31556282:Anaerobes
",17-65岁,19-year old
"Anaerobes_31808441:Anaerobes
",1-17岁,16-year-old
"Anaerobes_32467123:Anaerobes
",17-65岁,40-year-old
"Anaerobes_32687909:Anaerobes
",1-17岁,2
"Borrelia_burgdorferi_14576947:Borrelia burgdorferi
",>65岁,Ninety-one
"Borrelia_burgdorferi_2502833:Borrelia burgdorferi
",none,brother
"Borrelia_burgdorferi_7751662:Borrelia burgdorferi
",17-65岁,62
"Borrelia_burgdorferi_9378035:Borrelia burgdorferi
",17-65岁,39-year-old
"Borrelia_burgdorferi_9562793:Borrelia burgdorferi
",17-65岁,28
"Campylobacter_fetus_10482027:Campylobacter fetus
",none,Both
"Campylobacter_fetus_2330463:Campylobacter fetus
",17-65岁,49-year-old
"Campylobacter_fetus_7137884:Campylobacter fetus
",none,:
"Campylobacter_fetus_7267960:Campylobacter fetus
",none,male
"Campylobacter_fetus_830489:Campylobacter fetus
",none,.
"Campylobacter_jejuni_10482027:Campylobacter jejuni
",none,fetus
"Campylobacter_jejuni_15981163:Campylobacter jejuni
",none,below
"Campylobacter_jejuni_2237685:Campylobacter jejuni
",17-65岁,30
"Campylobacter_jejuni_23479243:Campylobacter jejuni
",1-17岁,young
"Campylobacter_jejuni_23752984:Campylobacter jejuni
",none,argue
"Campylobacter_jejuni_25758115:Campylobacter jejuni
",17-65岁,38-year-old
"Campylobacter_jejuni_28261296:Campylobacter jejuni
",17-65岁,34
"Campylobacter_jejuni_3499247:Campylobacter jejuni
",1-17岁,5
"Campylobacter_jejuni_7137884:Campylobacter jejuni
",none,:
"Campylobacter_jejuni_8986554:Campylobacter jejuni
",17-65岁,43
"Helicobacter_pylori_12868990:Helicobacter pylori
",>65岁,83
"Helicobacter_pylori_17535826:Helicobacter pylori
",1-17岁,5-15
"Helicobacter_pylori_20222830:Helicobacter pylori
",none,age
"Helicobacter_pylori_20822996:Helicobacter pylori
",17-65岁,57-year-old
"Helicobacter_pylori_22697595:Helicobacter pylori
",none,ill
"Helicobacter_pylori_25986021:Helicobacter pylori
",none,describes
"Helicobacter_pylori_26153117:Helicobacter pylori
",>65岁,90 pregnant women with PE and 90 normotensive pregnant women of the same age
"Helicobacter_pylori_27609718:Helicobacter pylori
",17-65岁,64-year-old
"Helicobacter_pylori_30294347:Helicobacter pylori
",17-65岁,eighteen
"Helicobacter_pylori_31360186:Helicobacter pylori
",none,CVD
"Helicobacter_pylori_33178562:Helicobacter pylori
",17-65岁,62-year-old
"Leptospira_interrogans_11590290:Leptospira interrogans
",none,features of the illness. The prompt resolution of chest x-ray on institution of treatment is noteworthy.
"Leptospira_interrogans_15684465:Leptospira interrogans
",1-17岁,nine-year-old
"Leptospira_interrogans_15909673:Leptospira interrogans
",17-65岁,19-year-old
"Leptospira_interrogans_15996738:Leptospira interrogans
",none,first
"Leptospira_interrogans_16273916:Leptospira interrogans
",1-17岁,8-week-old
"Leptospira_interrogans_32670795:Leptospira interrogans
",17-65岁,36 year-old
"Leptospira_interrogans_33289472:Leptospira interrogans
",17-65岁,adult
"Leptospira_interrogans_33388616:Leptospira interrogans
",none,unvaccinated
"Leptospira_interrogans_7656649:Leptospira interrogans
",none,.
"Leptospira_interrogans_8308321:Leptospira interrogans
",17-65岁,20-year-old
"Treponema_pallidum_1635600:Treponema pallidum
",17-65岁,adult
"Treponema_pallidum_28476906:Treponema pallidum
",none,.
"Treponema_pallidum_31671396:Treponema pallidum
",17-65岁,62-year-old
"Treponema_pallidum_6309049:Treponema pallidum
",none,with controls
"Treponema_pallidum_814879:Treponema pallidum
",none,aged
"Treponema_pallidum_9034734:Treponema pallidum
",>65岁,68-yr-old
"Vibrio_cholerae_16954301:Vibrio cholerae
",1-17岁,2
"Vibrio_cholerae_25602257:Vibrio cholerae
",17-65岁,53
"Vibrio_cholerae_3499247:Vibrio cholerae
",1-17岁,5
"Vibrio_cholerae_848485:Vibrio cholerae
",none,.
"Achromobacter_denitrificans_15389476:Achromobacter denitrificans
",17-65岁,46
"Achromobacter_denitrificans_20605846:Achromobacter denitrificans
",none,ceftobiprole
"Achromobacter_denitrificans_21593259:Achromobacter denitrificans
",none,and staging
"Achromobacter_denitrificans_25031900:Achromobacter denitrificans
",1-17岁,14
"Achromobacter_denitrificans_25973735:Achromobacter denitrificans
",none,an immunocompromised patient
"Achromobacter_denitrificans_26778615:Achromobacter denitrificans
",>65岁,177
"Achromobacter_denitrificans_26909788:Achromobacter denitrificans
",1-17岁,2
"Achromobacter_denitrificans_27374622:Achromobacter denitrificans
",17-65岁,adult
"Achromobacter_denitrificans_27498677:Achromobacter denitrificans
",1-17岁,10-year-old
"Achromobacter_denitrificans_28141585:Achromobacter denitrificans
",>65岁,75
"Achromobacter_denitrificans_28894613:Achromobacter denitrificans
",none,a
"Achromobacter_denitrificans_29777836:Achromobacter denitrificans
",none,patients
"Achromobacter_denitrificans_30567079:Achromobacter denitrificans
",>65岁,66-year-old
"Achromobacter_denitrificans_31837898:Achromobacter denitrificans
",>65岁,78-year-old
"Achromobacter_denitrificans_32328391:Achromobacter denitrificans
",>65岁,76-year-old
"Achromobacter_denitrificans_32871970:Achromobacter denitrificans
",>65岁,83-year-old
"Achromobacter_xylosoxidans_11265630:Achromobacter xylosoxidans
",none,previously healthy
"Achromobacter_xylosoxidans_12750959:Achromobacter xylosoxidans
",>65岁,87
"Achromobacter_xylosoxidans_15389476:Achromobacter xylosoxidans
",17-65岁,46
