,age,age_origin
"Batarna_virus_34981690:Batarna virus
",none,reduction
"Batarna_virus_34981695:Batarna virus
",1-17岁,younger
"Batarna_virus_34982460:Batarna virus
",17-65岁,38-year-old
"Batarna_virus_34982465:Batarna virus
",17-65岁,middle-aged
"Batarna_virus_34987123:Batarna virus
",none,"intestines,"
"Batarna_virus_34987501:Batarna virus
",1-17岁,eight-year old
"Batarna_virus_34987943:Batarna virus
",1-17岁,eight-year-old
"Batarna_virus_34988242:Batarna virus
",17-65岁,40-year-old
"Batarna_virus_34990346:Batarna virus
",17-65岁,40
"Batarna_virus_34992722:Batarna virus
",none,care
"Batarna_virus_34993157:Batarna virus
",1-17岁,six
"Beak_and_feather_disease_virus_10200889:Beak and feather disease virus
",none,.
"Beak_and_feather_disease_virus_18525174:Beak and feather disease virus
",none,A
"Beak_and_feather_disease_virus_18761774:Beak and feather disease virus
",none,PCV2
"Beak_and_feather_disease_virus_19740479:Beak and feather disease virus
",none,weight
"Beak_and_feather_disease_virus_21669448:Beak and feather disease virus
",none,pig
"Beak_and_feather_disease_virus_34021725:Beak and feather disease virus
",17-65岁,491 pigs from 19
"Belem_virus_22591236:Belem virus
",1-17岁,three
"Belem_virus_27835759:Belem virus
",17-65岁,36-year-old
"Belem_virus_32781034:Belem virus
",1-17岁,4
"Belem_virus_33070890:Belem virus
",17-65岁,28 years old
"Belem_virus_33186512:Belem virus
",1-17岁,6
"Belem_virus_34008791:Belem virus
",17-65岁,40-59
"Belem_virus_34511064:Belem virus
",>65岁,18 to 77
"Belem_virus_34702363:Belem virus
",17-65岁,35-year-old
"Belmont_virus_32505080:Belmont virus
",none,A
"Belmont_virus_32539769:Belmont virus
",none,empty
"Belmont_virus_33351830:Belmont virus
",none,admitted
"Benfica_virus_17207033:Benfica virus
",1-17岁,2
"Berne_virus_10492914:Berne virus
",none,patients
"Bhanja_virus_34466301:Bhanja virus
",1-17岁,two
"Birao_virus_34987501:Birao virus
",1-17岁,eight-year old
"Birao_virus_34987943:Birao virus
",1-17岁,eight-year-old
"Birao_virus_34988242:Birao virus
",17-65岁,40-year-old
"Birao_virus_34990346:Birao virus
",17-65岁,40
"Birao_virus_34992722:Birao virus
",none,care
"Birao_virus_34993157:Birao virus
",1-17岁,six
"BivensArm_virus_34985120:BivensArm virus
",none,IHCA
"BivensArm_virus_34987501:BivensArm virus
",1-17岁,eight-year old
"BivensArm_virus_34987943:BivensArm virus
",1-17岁,eight-year-old
"BivensArm_virus_34988242:BivensArm virus
",17-65岁,40-year-old
"BivensArm_virus_34990342:BivensArm virus
",none,contagion and costs associated to medical care. This review of the principal dermatologic conditions during confinement
"BivensArm_virus_34990346:BivensArm virus
",17-65岁,40
"BivensArm_virus_34992722:BivensArm virus
",none,care
"BivensArm_virus_34993157:BivensArm virus
",1-17岁,six
"BK_virus_16153469:BK virus
",>65岁,69-year-old
"BK_virus_16305617:BK virus
",none,needed to further examine
"BK_virus_22959064:BK virus
",17-65岁,19-year old
"BK_virus_22998078:BK virus
",17-65岁,39-year-old
"BK_virus_26012149:BK virus
",>65岁,73
"BK_virus_27433463:BK virus
",17-65岁,60
"BK_virus_27595281:BK virus
",none,SR
"BK_virus_29983984:BK virus
",>65岁,70-year-old
"BK_virus_31322786:BK virus
",1-17岁,8
"BK_virus_31559731:BK virus
",17-65岁,18 year-old
"BK_virus_31707755:BK virus
",17-65岁,58
"BK_virus_32533615:BK virus
",none,simultaneous
"BK_virus_33335983:BK virus
",17-65岁,49
"BK_virus_34798365:BK virus
",1-17岁,49.6 +- 11
"BK_virus_9244421:BK virus
",1岁以下,8-month-old
"Black_footed_penguin_herpesvirus_2832625:Black footed penguin herpesvirus
",none,"sinuses,"
"Border_disease_virus_12878094:Border disease virus
",none,general
"Border_disease_virus_1472733:Border disease virus
",none,susceptible sheep with BVD-MD virus resulted in symptoms of Border
"Border_disease_virus_19802552:Border disease virus
",1-17岁,five
"Border_disease_virus_22729199:Border disease virus
",1-17岁,five-year-old
"Border_disease_virus_32217113:Border disease virus
",none,patient
"Border_disease_virus_32361714:Border disease virus
",none,chaired
"Border_disease_virus_32986804:Border disease virus
",none,abroad
"Border_disease_virus_33193962:Border disease virus
",none,many
"Border_disease_virus_33520650:Border disease virus
",1岁以下,two-and-a-half month old
"Border_disease_virus_33527440:Border disease virus
",none,outbreak
"Border_disease_virus_33734063:Border disease virus
",none,managed
"Border_disease_virus_34424164:Border disease virus
",none,return
"Border_disease_virus_3776096:Border disease virus
",17-65岁,29
"Bovine_adenoviruses_1_to_9_223279:Bovine adenoviruses 1 to 9
",none,taken
"Bovine_coronavirus_10676147:Bovine coronavirus
",1-17岁,1 year
"Bovine_coronavirus_15830791:Bovine coronavirus
",none,araldit
"Bovine_coronavirus_19564494:Bovine coronavirus
",1-17岁,16
"Bovine_coronavirus_20117547:Bovine coronavirus
",none,.
"Bovine_coronavirus_20713325:Bovine coronavirus
",17-65岁,48
"Bovine_coronavirus_23072791:Bovine coronavirus
",none,Saudi
"Bovine_coronavirus_34254725:Bovine coronavirus
",>65岁,elderly
"Bovine_coronavirus_6755593:Bovine coronavirus
",none,produced
"Bovine_coronavirus_8856889:Bovine coronavirus
",1-17岁,young
"Bovine_diarrhea_virus_10495908:Bovine diarrhea virus
",none,risk factors
"Bovine_diarrhea_virus_12497963:Bovine diarrhea virus
",17-65岁,48
"Bovine_diarrhea_virus_1472733:Bovine diarrhea virus
",none,Border
"Bovine_diarrhea_virus_15005546:Bovine diarrhea virus
",none,recently
"Bovine_diarrhea_virus_19564494:Bovine diarrhea virus
",1-17岁,16
"Bovine_diarrhea_virus_20117547:Bovine diarrhea virus
",none,.
"Bovine_diarrhea_virus_2552607:Bovine diarrhea virus
",none,"calves,"
"Bovine_diarrhea_virus_3002257:Bovine diarrhea virus
",none,.
"Bovine_diarrhea_virus_6256435:Bovine diarrhea virus
",none,caves
"Bovine_encephalitis_herpesvirus_12164227:Bovine encephalitis herpesvirus
",1岁以下,neonatal beef
"Bovine_enterovirus_1_4321488:Bovine enterovirus 1
",none,empty
"Bovine_enterovirus_2_6256435:Bovine enterovirus 2
",none,caves
"Bovine_ephemeral_fever_virus_551359:Bovine ephemeral fever virus
",none,natural
"Bovine_herpesvirus_1_15005546:Bovine herpesvirus 1
",none,recently
"Bovine_herpesvirus_1_19564494:Bovine herpesvirus 1
",1-17岁,16
"Bovine_herpesvirus_1_20713325:Bovine herpesvirus 1
",17-65岁,48
"Bovine_herpesvirus_1_26993450:Bovine herpesvirus 1
",none,a calf
"Bovine_herpesvirus_1_3002257:Bovine herpesvirus 1
",none,.
"Bovine_herpesvirus_1_32451028:Bovine herpesvirus 1
",none,Continued work
"Bovine_herpesvirus_1_33157218:Bovine herpesvirus 1
",>65岁,54 and 80
"Bovine_herpesvirus_1_4289917:Bovine herpesvirus 1
",none,samples
"Bovine_herpesvirus_1_4321488:Bovine herpesvirus 1
",none,empty
"Bovine_herpesvirus_1_4321581:Bovine herpesvirus 1
",none,:
"Bovine_herpesvirus_1_6290011:Bovine herpesvirus 1
",none,some
"Bovine_herpesvirus_1_7272846:Bovine herpesvirus 1
",17-65岁,31
"Bovine_herpesvirus_1_7456296:Bovine herpesvirus 1
",none,approximatley
"Bovine_herpesvirus_2_12241033:Bovine herpesvirus 2
",none,family
"Bovine_herpesvirus_2_32448263:Bovine herpesvirus 2
",none,Bavaria
"Bovine_herpesvirus_4_25962539:Bovine herpesvirus 4
",none,cattle
"Bovine_immunodeficiency_virus_9196175:Bovine immunodeficiency virus
",>65岁,507
"Bovine_leukemia_virus_15460327:Bovine leukemia virus
",1岁以下,6-month-old
"Bovine_leukemia_virus_706146:Bovine leukemia virus
",1岁以下,20-day-old
"Bovine_mamillitis_virus_12241033:Bovine mamillitis virus
",none,family
"Bovine_mamillitis_virus_32448263:Bovine mamillitis virus
",none,Bavaria
"Bovine_parainfluenza_virus_3_15005546:Bovine parainfluenza virus 3
",none,recently
"Bovine_parainfluenza_virus_3_21056802:Bovine parainfluenza virus 3
",none,populations
"Bovine_parainfluenza_virus_3_21131145:Bovine parainfluenza virus 3
",17-65岁,adult
"Bovine_parainfluenza_virus_3_21306605:Bovine parainfluenza virus 3
",none,human
"Bovine_parainfluenza_virus_3_25312430:Bovine parainfluenza virus 3
",none,:
"Bovine_parainfluenza_virus_3_31200585:Bovine parainfluenza virus 3
",17-65岁,20
"Bovine_parainfluenza_virus_3_32768220:Bovine parainfluenza virus 3
",>65岁,2019
"Bovine_parvovirus_17122013:Bovine parvovirus
",17-65岁,17
"Bovine_parvovirus_17176591:Bovine parvovirus
",17-65岁,adult
"Bovine_parvovirus_17330795:Bovine parvovirus
",1-17岁,5 years old
"Bovine_parvovirus_17336143:Bovine parvovirus
",1-17岁,7
"Bovine_parvovirus_17507310:Bovine parvovirus
",none,p
"Bovine_parvovirus_17607653:Bovine parvovirus
",none,of
"Bovine_parvovirus_17686654:Bovine parvovirus
",1-17岁,child
"Bovine_parvovirus_17848889:Bovine parvovirus
",none,empty
"Bovine_parvovirus_18069054:Bovine parvovirus
",none,the
"Bovine_parvovirus_18712820:Bovine parvovirus
",1-17岁,3 years old
"Bovine_parvovirus_19052043:Bovine parvovirus
",1-17岁,6 months to 15
"Bovine_parvovirus_19089556:Bovine parvovirus
",>65岁,1700
"Bovine_parvovirus_19190941:Bovine parvovirus
",1-17岁,5
"Bovine_parvovirus_19199189:Bovine parvovirus
",none,.
"Bovine_parvovirus_19211148:Bovine parvovirus
",17-65岁,adult
"Bovine_parvovirus_19402976:Bovine parvovirus
",1-17岁,children
"Bovine_parvovirus_19960524:Bovine parvovirus
",>65岁,124
"Bovine_parvovirus_20426941:Bovine parvovirus
",none,area
"Bovine_parvovirus_20573146:Bovine parvovirus
",1-17岁,children
"Bovine_parvovirus_20646956:Bovine parvovirus
",17-65岁,244 (60
"Bovine_parvovirus_21172677:Bovine parvovirus
",1-17岁,5
"Bovine_parvovirus_21435708:Bovine parvovirus
",17-65岁,adults
"Bovine_parvovirus_21524612:Bovine parvovirus
",1岁以下,36 months old
"Bovine_parvovirus_21695128:Bovine parvovirus
",>65岁,95
"Bovine_parvovirus_21837792:Bovine parvovirus
",1-17岁,child
"Bovine_parvovirus_21851481:Bovine parvovirus
",>65岁,76
"Bovine_parvovirus_22116985:Bovine parvovirus
",17-65岁,30
"Bovine_parvovirus_22170545:Bovine parvovirus
",17-65岁,5-36
"Bovine_parvovirus_22329841:Bovine parvovirus
",>65岁,592
"Bovine_parvovirus_22358354:Bovine parvovirus
",1-17岁,0 to 5
"Bovine_parvovirus_22366993:Bovine parvovirus
",none,the
"Bovine_parvovirus_22531244:Bovine parvovirus
",17-65岁,18
"Bovine_parvovirus_22738454:Bovine parvovirus
",none,age
"Bovine_parvovirus_22926214:Bovine parvovirus
",1-17岁,5
"Bovine_parvovirus_23082460:Bovine parvovirus
",1-17岁,child
"Bovine_parvovirus_23092190:Bovine parvovirus
",1-17岁,8 days to 13
"Bovine_parvovirus_24006627:Bovine parvovirus
",17-65岁,61
"Bovine_parvovirus_24030346:Bovine parvovirus
",17-65岁,6-23
"Bovine_parvovirus_24260230:Bovine parvovirus
",1岁以下,infants
"Bovine_parvovirus_24498274:Bovine parvovirus
",1-17岁,2
"Bovine_parvovirus_24566786:Bovine parvovirus
",1-17岁,2
"Bovine_parvovirus_24727518:Bovine parvovirus
",none,Advanced
"Bovine_parvovirus_24856535:Bovine parvovirus
",none,age
"Bovine_parvovirus_24915939:Bovine parvovirus
",1-17岁,2
"Bovine_parvovirus_25016709:Bovine parvovirus
",>65岁,76
"Bovine_parvovirus_25126857:Bovine parvovirus
",1岁以下,18-month-old
"Bovine_parvovirus_25174464:Bovine parvovirus
",1-17岁,five
"Bovine_parvovirus_25185412:Bovine parvovirus
",none,p
"Bovine_parvovirus_25284733:Bovine parvovirus
",1-17岁,2 to 15
"Bovine_parvovirus_25615588:Bovine parvovirus
",1-17岁,2-5
"Bovine_parvovirus_25847977:Bovine parvovirus
",>65岁,458
"Bovine_parvovirus_25957460:Bovine parvovirus
",none,.
"Bovine_parvovirus_25966820:Bovine parvovirus
",>65岁,14 months (5-80
"Bovine_parvovirus_26016346:Bovine parvovirus
",1-17岁,16
"Bovine_parvovirus_26077969:Bovine parvovirus
",1-17岁,5
"Bovine_parvovirus_26147465:Bovine parvovirus
",>65岁,262
"Bovine_parvovirus_26496262:Bovine parvovirus
",none,a decade
"Bovine_parvovirus_26792409:Bovine parvovirus
",1-17岁,5
"Bovine_parvovirus_27058341:Bovine parvovirus
",1-17岁,three-year-old
"Bovine_parvovirus_27061822:Bovine parvovirus
",1-17岁,16-year old
"Bovine_parvovirus_27096404:Bovine parvovirus
",1-17岁,2
"Bovine_parvovirus_27117547:Bovine parvovirus
",1-17岁,5
"Bovine_parvovirus_27124519:Bovine parvovirus
",1-17岁,14-year old
"Bovine_parvovirus_27171486:Bovine parvovirus
",1-17岁,6-14
"Bovine_parvovirus_27412553:Bovine parvovirus
",1-17岁,young child
"Bovine_parvovirus_27714467:Bovine parvovirus
",1-17岁,6
"Bovine_parvovirus_27798551:Bovine parvovirus
",1-17岁,3
"Bovine_parvovirus_28368491:Bovine parvovirus
",1-17岁,5
"Bovine_parvovirus_28507089:Bovine parvovirus
",none,patient
"Bovine_parvovirus_28634031:Bovine parvovirus
",1-17岁,1 and 6
"Bovine_parvovirus_28639594:Bovine parvovirus
",1-17岁,five
"Bovine_parvovirus_28673837:Bovine parvovirus
",1-17岁,5
"Bovine_parvovirus_28777951:Bovine parvovirus
",none,.
"Bovine_parvovirus_28922613:Bovine parvovirus
",1-17岁,5
"Bovine_parvovirus_28934425:Bovine parvovirus
",17-65岁,18
"Bovine_parvovirus_29028159:Bovine parvovirus
",17-65岁,2-59
"Bovine_parvovirus_29036724:Bovine parvovirus
",17-65岁,10.5 vs. 50
"Bovine_parvovirus_29155041:Bovine parvovirus
",1-17岁,nine
"Bovine_parvovirus_29266860:Bovine parvovirus
",1-17岁,1
"Bovine_parvovirus_29388679:Bovine parvovirus
",17-65岁,43
"Bovine_parvovirus_29908521:Bovine parvovirus
",17-65岁,2-59
"Bovine_parvovirus_29970200:Bovine parvovirus
",1-17岁,younger
"Bovine_parvovirus_30174887:Bovine parvovirus
",>65岁,320
"Bovine_parvovirus_30202992:Bovine parvovirus
",>65岁,984
"Bovine_parvovirus_30548740:Bovine parvovirus
",1-17岁,5
"Bovine_parvovirus_30840626:Bovine parvovirus
",17-65岁,18
"Bovine_parvovirus_30849176:Bovine parvovirus
",>65岁,65
"Bovine_parvovirus_30948251:Bovine parvovirus
",none,with a
"Bovine_parvovirus_31047118:Bovine parvovirus
",1-17岁,3 months to 5
"Bovine_parvovirus_31130122:Bovine parvovirus
",17-65岁,1 month-18
"Bovine_parvovirus_31193119:Bovine parvovirus
",1-17岁,5
"Bovine_parvovirus_31234918:Bovine parvovirus
",1-17岁,13
"Bovine_parvovirus_31270986:Bovine parvovirus
",>65岁,185
"Bovine_parvovirus_31519214:Bovine parvovirus
",1岁以下,17-month-old
"Bovine_parvovirus_31588085:Bovine parvovirus
",>65岁,70-year-old
"Bovine_parvovirus_31776891:Bovine parvovirus
",>65岁,"6.2 months, range 0.6-70"
"Bovine_parvovirus_32278934:Bovine parvovirus
",1-17岁,15
"Bovine_parvovirus_32363218:Bovine parvovirus
",1-17岁,two
"Bovine_parvovirus_32458044:Bovine parvovirus
",none,death
"Bovine_parvovirus_32497137:Bovine parvovirus
",17-65岁,32
"Bovine_parvovirus_32534437:Bovine parvovirus
",17-65岁,"12-24 months the principally infected group. However, HBoV infection was also observed in patients aged over 60"
"Bovine_parvovirus_32567818:Bovine parvovirus
",>65岁,180
"Bovine_parvovirus_32607231:Bovine parvovirus
",none,locality
"Bovine_parvovirus_32720703:Bovine parvovirus
",1-17岁,105 SARS-CoV-2 positive dead
"Bovine_parvovirus_32785066:Bovine parvovirus
",1-17岁,two
"Bovine_parvovirus_32790902:Bovine parvovirus
",1-17岁,1.41+-2
"Bovine_parvovirus_32812862:Bovine parvovirus
",>65岁,75
"Bovine_parvovirus_32842383:Bovine parvovirus
",1-17岁,5+-4
"Bovine_parvovirus_32862400:Bovine parvovirus
",1-17岁,4-14
"Bovine_parvovirus_32957928:Bovine parvovirus
",17-65岁,2188 patients with clinically suspected of COVID-19 in Southwest China were recruited from January 21
"Bovine_parvovirus_32974585:Bovine parvovirus
",17-65岁,adults
"Bovine_parvovirus_32983545:Bovine parvovirus
",1-17岁,2-year-old
"Bovine_parvovirus_33024832:Bovine parvovirus
",17-65岁,32
"Bovine_parvovirus_33108074:Bovine parvovirus
",17-65岁,24
"Bovine_parvovirus_33175716:Bovine parvovirus
",1-17岁,1
"Bovine_parvovirus_33178568:Bovine parvovirus
",1-17岁,24 months to 15
"Bovine_parvovirus_33180855:Bovine parvovirus
",1-17岁,2
"Bovine_parvovirus_33315873:Bovine parvovirus
",17-65岁,18
"Bovine_parvovirus_33320321:Bovine parvovirus
",>65岁,95
"Bovine_parvovirus_33350914:Bovine parvovirus
",17-65岁,adults
"Bovine_parvovirus_33436535:Bovine parvovirus
",17-65岁,22-year-old
"Bovine_parvovirus_33593415:Bovine parvovirus
",1-17岁,6
"Bovine_parvovirus_33665466:Bovine parvovirus
",17-65岁,adults
"Bovine_parvovirus_33715290:Bovine parvovirus
",1-17岁,10
"Bovine_parvovirus_33750952:Bovine parvovirus
",>65岁,68
"Bovine_parvovirus_33761695:Bovine parvovirus
",1岁以下,21-month-old
"Bovine_parvovirus_33800223:Bovine parvovirus
",>65岁,185
"Bovine_parvovirus_33855064:Bovine parvovirus
",none,https://bit.ly/3epiMyO.
"Bovine_parvovirus_33880337:Bovine parvovirus
",1-17岁,2-year-old
"Bovine_parvovirus_34009376:Bovine parvovirus
",none,.
"Bovine_parvovirus_34055116:Bovine parvovirus
",>65岁,342)
"Bovine_parvovirus_34121237:Bovine parvovirus
",none,"major hospitals (Sheikh Jaber, Mubarak Al-Kabeer, and Al-Amiri) in Kuwait"
"Bovine_parvovirus_34185972:Bovine parvovirus
",17-65岁,17
"Bovine_parvovirus_34226206:Bovine parvovirus
",1-17岁,15
"Bovine_parvovirus_34351553:Bovine parvovirus
",1-17岁,five
"Bovine_parvovirus_34361882:Bovine parvovirus
",1-17岁,five
"Bovine_parvovirus_34362085:Bovine parvovirus
",1-17岁,5
"Bovine_parvovirus_34399190:Bovine parvovirus
",1-17岁,16
"Bovine_parvovirus_34405546:Bovine parvovirus
",17-65岁,52
"Bovine_parvovirus_34422733:Bovine parvovirus
",1-17岁,2 years old
"Bovine_parvovirus_34435925:Bovine parvovirus
",none,.
"Bovine_parvovirus_34458206:Bovine parvovirus
",1-17岁,2 Years of Age and Younger
"Bovine_parvovirus_34497218:Bovine parvovirus
",none,approximately
"Bovine_parvovirus_34523109:Bovine parvovirus
",17-65岁,18
"Bovine_parvovirus_34578309:Bovine parvovirus
",1-17岁,1
"Bovine_parvovirus_34595389:Bovine parvovirus
",17-65岁,adults
"Bovine_parvovirus_34702177:Bovine parvovirus
",1-17岁,3 years old
"Bovine_parvovirus_34715898:Bovine parvovirus
",1-17岁,2
"Bovine_parvovirus_34717883:Bovine parvovirus
",1-17岁,12
"Bovine_parvovirus_34788811:Bovine parvovirus
",17-65岁,18
"Bovine_parvovirus_34832613:Bovine parvovirus
",none,all age
"Bovine_parvovirus_34919553:Bovine parvovirus
",1-17岁,1 month-5
"Bovine_polyomavirus_13828133:Bovine polyomavirus
",none,:
"Bovine_polyomavirus_13894685:Bovine polyomavirus
",none,polyomavirusID:13894685TITLE:A comparison of some
"Bovine_polyomavirus_16153469:Bovine polyomavirus
",>65岁,69-year-old
"Bovine_polyomavirus_16305617:Bovine polyomavirus
",none,needed to further examine
"Bovine_polyomavirus_17480120:Bovine polyomavirus
",1-17岁,3-year-old
"Bovine_polyomavirus_18092718:Bovine polyomavirus
",none,restricted
"Bovine_polyomavirus_20426930:Bovine polyomavirus
",17-65岁,18
"Bovine_polyomavirus_20534279:Bovine polyomavirus
",none,transplant
"Bovine_polyomavirus_20889371:Bovine polyomavirus
",17-65岁,adults
"Bovine_polyomavirus_21088184:Bovine polyomavirus
",none,depression
"Bovine_polyomavirus_21678448:Bovine polyomavirus
",17-65岁,2 and 48
"Bovine_polyomavirus_21760867:Bovine polyomavirus
",none,ages
"Bovine_polyomavirus_22366993:Bovine polyomavirus
",>65岁,elderly
"Bovine_polyomavirus_22382480:Bovine polyomavirus
",none,A
"Bovine_polyomavirus_22959064:Bovine polyomavirus
",17-65岁,19-year old
"Bovine_polyomavirus_22998078:Bovine polyomavirus
",17-65岁,39-year-old
"Bovine_polyomavirus_23203645:Bovine polyomavirus
",none,.
"Bovine_polyomavirus_23724787:Bovine polyomavirus
",1-17岁,2
"Bovine_polyomavirus_24498274:Bovine polyomavirus
",1-17岁,2
"Bovine_polyomavirus_26814103:Bovine polyomavirus
",17-65岁,61
"Bovine_polyomavirus_27479174:Bovine polyomavirus
",1-17岁,6 weeks to 5
"Bovine_polyomavirus_27919133:Bovine polyomavirus
",none,postoperative
"Bovine_polyomavirus_28729262:Bovine polyomavirus
",none,.
"Bovine_polyomavirus_30114678:Bovine polyomavirus
",17-65岁,34
"Bovine_polyomavirus_31559731:Bovine polyomavirus
",17-65岁,18 year-old
"Bovine_polyomavirus_32533615:Bovine polyomavirus
",none,simultaneous
"Bovine_polyomavirus_32711848:Bovine polyomavirus
",17-65岁,53
